activityId,companyName,establishmentName,workerId,date,numberOfRuptures,numberProductsOutStorage,numberProductsOutShelf,rateRuptures,rateOutStorage,mixSize,duration,numberOfPictures,averageRating,marker
ObjectId(5def1164c938410002249a7b),JAYFEX CONSULTING,Supermercados Curitiba - Caiuá,5d7ad8c943ae200002cbc807,2019-12-17,1,1,1,0.08,0.08,12,9.0,6,4,0
ObjectId(5e0ac0ec3f635a00027f8645),JAYFEX CONSULTING,Supermercados Curitiba - Caiuá,5dc87b63422b8c0002e8913d,2020-01-07,5,5,5,0.42,0.42,12,39.0,6,4,0
ObjectId(5e1d35d5c93faf000202fbbb),JAYFEX CONSULTING,Supermercados Curitiba - Caiuá,5dd5254933d62b000238addf,2020-01-21,3,11,3,0.25,0.92,12,33.0,9,4,0
ObjectId(5e267058c9b9a100025f0b10),JAYFEX CONSULTING,Supermercados Curitiba - Caiuá,5dccd49197f3a60002d3b030,2020-01-28,0,9,0,0.0,0.75,12,39.0,14,4,0
ObjectId(5dedbfd4ab8c96000292d3b9),JAYFEX CONSULTING,Supermercado Sierra - Campo Comprido,5cf6c994a68a4d0002e06fdf,2019-12-16,8,8,8,0.67,0.67,12,11.0,6,5,0
ObjectId(5df6fa61b4ce9e0002fc8c00),JAYFEX CONSULTING,Supermercado Sierra - Campo Comprido,5cc887acbc4191003818ab88,2019-12-23,8,9,8,0.67,0.75,12,11.0,4,5,0
ObjectId(5e096f6f7b7e7a0002938cef),JAYFEX CONSULTING,Supermercado Sierra - Campo Comprido,5cbf7e97c988da0039803bfb,2020-01-06,8,10,8,0.67,0.83,12,7.0,4,2,1
ObjectId(5e12a9f452549f00025accbb),JAYFEX CONSULTING,Supermercado Sierra - Campo Comprido,5d1b8973b204600002a2b3c0,2020-01-13,8,9,8,0.67,0.75,12,15.0,6,5,0
ObjectId(5e1be468dd51a7000217865c),JAYFEX CONSULTING,Supermercado Sierra - Campo Comprido,5e1200f60091d00002e1e81c,2020-01-20,5,12,7,0.42,1.0,12,35.0,10,5,0
ObjectId(5df6fa5f9d7845000269f0de),JAYFEX CONSULTING,Super Boni - Alto Boqueirão,5de7a14fccd3f400029548b6,2019-12-23,0,0,0,0.0,0.0,12,18.0,8,4,0
ObjectId(5e0034c65ce63700025a7119),JAYFEX CONSULTING,Super Boni - Alto Boqueirão,5dcef11b072bc7000211bddf,2019-12-30,8,10,8,0.67,0.83,12,,14,3,0
ObjectId(5e0429725659ea000256c20f),JAYFEX CONSULTING,Super Boni - Alto Boqueirão,5d7a4828d1f0070002500813,2020-01-02,7,9,7,0.58,0.75,12,11.0,6,5,0
ObjectId(5e096f6ef54aec00020ff343),JAYFEX CONSULTING,Super Boni - Alto Boqueirão,5de7a14fccd3f400029548b6,2020-01-06,7,9,8,0.58,0.75,12,37.0,6,3,0
ObjectId(5e0d63ecad53cc00029f129b),JAYFEX CONSULTING,Super Boni - Alto Boqueirão,5df400ca4d394b0002e55a35,2020-01-09,2,3,2,0.17,0.25,12,49.0,17,4,0
ObjectId(5e12a9efee5fd900022caa87),JAYFEX CONSULTING,Super Boni - Alto Boqueirão,5df52cea512e9100022dcd7b,2020-01-13,6,8,6,0.5,0.67,12,65.0,10,5,0
ObjectId(5e169e5e640b680002220085),JAYFEX CONSULTING,Super Boni - Alto Boqueirão,5d16487bb67b2200027fd0b0,2020-01-16,8,9,9,0.67,0.75,12,11.0,3,4,0
ObjectId(5e1fd8df189e17000274487f),JAYFEX CONSULTING,Super Boni - Alto Boqueirão,5d1fa4239445ca0002ad77d8,2020-01-23,7,8,7,0.58,0.67,12,4.0,4,4,0
ObjectId(5de5d6da5280970002068464),JAYFEX CONSULTING,Super Boni - Quatro Barras,5dd8357ae4d96d00024dac8b,2019-12-10,11,12,11,0.92,1.0,12,21.0,4,1,1
ObjectId(5def1165c938410002249a80),JAYFEX CONSULTING,Super Boni - Quatro Barras,5dd8357ae4d96d00024dac8b,2019-12-17,11,12,11,0.92,1.0,12,16.0,4,5,0
ObjectId(5e042973a3a3ce000238eec7),JAYFEX CONSULTING,Super Boni - Bacacheri,5d434aef4cb39500023ccdfc,2020-01-02,12,12,12,1.0,1.0,12,9.0,4,5,0
ObjectId(5e0d63f3b1c9410002f491a0),JAYFEX CONSULTING,Super Boni - Bacacheri,5dd47cc133d62b0002387d3b,2020-01-09,10,12,10,0.83,1.0,12,25.0,2,2,1
ObjectId(5e12a9ef3837c10002d77fd7),JAYFEX CONSULTING,Super Boni - Bacacheri,5e11237d98775b0002237592,2020-01-13,9,12,9,0.75,1.0,12,13.0,6,5,0
ObjectId(5e169e5f640b68000222008a),JAYFEX CONSULTING,Super Boni - Bacacheri,5d90066411c9fd0002e7e431,2020-01-16,10,12,10,0.83,1.0,12,36.0,7,5,0
ObjectId(5e2b2f42af6c410002f703b8),JAYFEX CONSULTING,Super Boni - Bacacheri,5e166373e1dec80002b112d1,2020-01-27,9,12,9,0.75,1.0,12,29.0,6,5,0
ObjectId(5deb1cd21944cb0002efd755),COCA-COLA FEMSA,TodoDia - Araucária,5d1574b198473f0002f113bc,2019-12-14,0,0,0,0.0,0.0,115,61.0,18,3,0
ObjectId(5dec6e4972539f00027630ef),COCA-COLA FEMSA,TodoDia - Araucária,5dd07e89596a5300027525f6,2019-12-15,0,0,0,0.0,0.0,115,89.0,13,2,1
ObjectId(5df0e3146e015e000261054e),COCA-COLA FEMSA,Mercadorama - Curitiba - Bacacheri,5ddbc93fa0858200020cc22b,2019-12-12,0,0,0,0.0,0.0,115,130.0,19,2,1
ObjectId(5df23aedad1ae700028507c0),COCA-COLA FEMSA,Condor - Curitiba - Cristo Rei,5de8e63df26ea10002a8c4ba,2019-12-16,0,0,0,0.0,0.0,115,,44,5,0
ObjectId(5df3836c801b7e0002a35a51),COCA-COLA FEMSA,Walmart - Curitiba - Juvevê,5d4ca3dd8584f200027201be,2019-12-15,0,0,0,0.0,0.0,115,,34,4,0
ObjectId(5dfccbe5c569b10002fef4cc),COCA-COLA FEMSA,Walmart - Curitiba - Juvevê,5d434aef4cb39500023ccdfc,2019-12-22,0,0,0,0.0,0.0,115,372.0,23,4,0
ObjectId(5e0513b983e08b0002b00143),COCA-COLA FEMSA,Condor - Curitiba - Champagnat,5d705860e78ae40002821a3e,2019-12-27,0,0,0,0.0,0.0,115,354.0,26,1,1
ObjectId(5e0e32396286fa00029abce0),COCA-COLA FEMSA,Condor - Curitiba - Santa Quitéria,5d4ca3dd8584f200027201be,2020-01-05,0,0,0,0.0,0.0,115,153.0,13,4,0
ObjectId(5e0e323ae073f10002ca6008),COCA-COLA FEMSA,Condor - Curitiba - Marechal,5e06bf5d74d8df0002d002a2,2020-01-05,0,0,0,0.0,0.0,115,218.0,55,3,0
ObjectId(5e0e3b003aaae9000296d10a),COCA-COLA FEMSA,Condor - Curitiba - Cajuru,5dc316d4455d6a0002dfab27,2020-01-04,0,0,0,0.0,0.0,115,118.0,22,5,0
ObjectId(5e0e3b0058cf950002f911a6),COCA-COLA FEMSA,Condor - Curitiba - Sítio Cercado,5dd0aa510ab3830002cda43b,2020-01-03,0,0,0,0.0,0.0,115,81.0,16,3,0
ObjectId(5e0e3b00676fde00026ac3b5),COCA-COLA FEMSA,Condor - Piraquara - Centro,5def973e98f8ce0002271da8,2020-01-03,0,0,0,0.0,0.0,115,273.0,18,3,0
ObjectId(5e0e3b00d88d7300023ad229),COCA-COLA FEMSA,Condor - São José dos Pinhais - Centro,5df0f157585efe000206b2ef,2020-01-04,0,0,0,0.0,0.0,115,8.0,19,2,1
ObjectId(5e0e3b01c986a200027a40fe),COCA-COLA FEMSA,Condor - Curitiba - Torres,5d28e7901313480002c6bb94,2020-01-04,0,0,0,0.0,0.0,115,180.0,15,3,0
ObjectId(5e0e3b04859aa40002258cd5),COCA-COLA FEMSA,Condor - Curitiba - Ahú,5d4752559842d60002d9641d,2020-01-03,0,0,0,0.0,0.0,115,64.0,24,4,0
ObjectId(5e0e3b066a87df0002e9ea53),COCA-COLA FEMSA,Condor - Curitiba - Boa Vista,5d4752559842d60002d9641d,2020-01-04,0,0,0,0.0,0.0,115,,53,4,0
ObjectId(5e0e3b06dcfb9d00025d4c08),COCA-COLA FEMSA,Condor - Curitiba - Derosso,5dfd7bacd79ab1000296ddb4,2020-01-04,0,0,0,0.0,0.0,115,201.0,31,4,0
ObjectId(5e0f9e00cdc884000274e751),COCA-COLA FEMSA,Condor - Curitiba - Torres,5d1f657ee97704000234ee22,2020-01-06,0,0,0,0.0,0.0,115,150.0,26,3,0
ObjectId(5e1718c0f78ae900021ddc51),COCA-COLA FEMSA,Condor - Piraquara - Centro,5ddd228481ab6c0002619b96,2020-01-10,0,0,0,0.0,0.0,115,150.0,22,5,0
ObjectId(5e17268ac5de5f0002393387),COCA-COLA FEMSA,Condor - Curitiba - Cristo Rei,5debbb8a4a65960002111fdd,2020-01-10,0,0,0,0.0,0.0,115,81.0,30,4,0
ObjectId(5e18b2101e24ec0002bbb64b),COCA-COLA FEMSA,Condor - São José dos Pinhais - Centro,5def2841adb7900002d8841d,2020-01-12,0,0,0,0.0,0.0,115,230.0,32,4,0
ObjectId(5e18b2110999d600023ff91a),COCA-COLA FEMSA,Condor - Curitiba - Pinheirinho,5e0de6a611e8d00002996ed3,2020-01-12,0,0,0,0.0,0.0,115,120.0,25,1,1
ObjectId(5e18b2191e24ec0002bbb650),COCA-COLA FEMSA,Condor - São José dos Pinhais - Centro,5d6a67e857564a000280bcd4,2020-01-11,0,0,0,0.0,0.0,115,117.0,20,4,0
ObjectId(5e18b21beeb8a40002348e17),COCA-COLA FEMSA,Condor - Curitiba - Novo Mundo,5e0810beaeadc20002c3ede8,2020-01-11,0,0,0,0.0,0.0,115,227.0,31,3,0
ObjectId(5e1ccd2f554d370002520ae6),COCA-COLA FEMSA,Condor - Curitiba - Champagnat,5d1b4c5886c7bb0002d46563,2020-01-15,0,0,0,0.0,0.0,115,196.0,54,3,0
ObjectId(5e1f319363e6330002ac059a),COCA-COLA FEMSA,Condor - Curitiba - Sítio Cercado,5dccd49197f3a60002d3b030,2020-01-16,0,0,0,0.0,0.0,115,166.0,34,2,1
ObjectId(5e20c0734fc27b000232a97b),COCA-COLA FEMSA,Big - Curitiba - Av. Paraná,5d28c1bc97da550002be5273,2020-01-17,0,0,0,0.0,0.0,115,62.0,25,4,0
ObjectId(5e20c0737ececc00024e1874),COCA-COLA FEMSA,Condor - Curitiba - Sítio Cercado,5de80dc97700080002b69ce9,2020-01-17,0,0,0,0.0,0.0,115,,27,5,0
ObjectId(5e20c0738a4b8200028d8022),COCA-COLA FEMSA,Condor - Curitiba - Santa Cândida,5e14f9f46d0269000295f9bb,2020-01-17,0,0,0,0.0,0.0,115,240.0,23,4,0
ObjectId(5e20c0743b7013000293ed5e),COCA-COLA FEMSA,Condor - Curitiba - Torres,5e16961c3e204b00021c8280,2020-01-17,0,0,0,0.0,0.0,115,59.0,30,5,0
ObjectId(5e20c4eef72c180002dc3cbe),COCA-COLA FEMSA,Condor - Curitiba - Água Verde,5de80dc97700080002b69ce9,2020-01-19,0,0,0,0.0,0.0,115,241.0,22,5,0
ObjectId(5e25c56369704c000213164a),COCA-COLA FEMSA,Walmart - Curitiba - Jardim das Américas,5debbb8a4a65960002111fdd,2020-01-21,0,0,0,0.0,0.0,115,46.0,18,2,1
ObjectId(5e26f45aad07c700027e3333),COCA-COLA FEMSA,Condor - Curitiba - Torres,5d5aa99f83a3dd0002fed554,2020-01-23,0,0,0,0.0,0.0,115,298.0,56,2,1
ObjectId(5e2844e30e6a54000275923a),COCA-COLA FEMSA,Condor - Curitiba - Pinheirinho,5e0a053ed7fbda0002ae1c7e,2020-01-23,0,0,0,0.0,0.0,115,134.0,35,3,0
ObjectId(5e291356aca9ea00026f5f2f),COCA-COLA FEMSA,Condor - Curitiba - Água Verde,5e1f3bb0a7a0eb0002d57cc0,2020-01-30,0,0,0,0.0,0.0,115,272.0,27,2,1
ObjectId(5e2a64e25d2fa800028e5583),COCA-COLA FEMSA,Condor - Curitiba - Água Verde,5de6a61a0fff460002c0493f,2020-01-31,0,0,0,0.0,0.0,115,51.0,32,5,0
ObjectId(5e2b1c781bb2970002f6b08e),COCA-COLA FEMSA,Condor - Curitiba - Novo Mundo,5e110e1fe8ee8300022d3157,2020-01-27,0,0,0,0.0,0.0,115,175.0,19,1,1
ObjectId(5e2ed6385c5765000272b3d1),COCA-COLA FEMSA,Condor - Curitiba - Torres,5e166373e1dec80002b112d1,2020-01-29,0,0,0,0.0,0.0,115,,26,3,0
ObjectId(5e2ed63a2028d300021d5b9c),COCA-COLA FEMSA,Condor - Curitiba - Santa Cândida,5de80dc97700080002b69ce9,2020-02-01,0,0,0,0.0,0.0,115,180.0,26,5,0
ObjectId(5e2f305f8fda2c0002b16f12),COCA-COLA FEMSA,Walmart - Curitiba - Jardim das Américas,5d2cac9867d0eb0002367eed,2020-01-29,0,0,0,0.0,0.0,115,141.0,15,3,0
ObjectId(5e385e10456b4c00028f4fe2),COCA-COLA FEMSA,Condor - Curitiba - Nilo Peçanha,5e16961c3e204b00021c8280,2020-02-04,0,0,0,0.0,0.0,115,141.0,23,4,0
ObjectId(5deb1cee1944cb0002efd7a0),DR. SCHAR,Super Muffato - Curitiba - Hauer,5d16487bb67b2200027fd0b0,2019-12-14,24,33,27,0.69,0.94,35,26.0,4,5,0
ObjectId(5e1006dae1b3250002f9dd0b),DR. SCHAR,Super Muffato - Curitiba - Hauer,5dae645a554d5300020e450d,2020-01-11,25,33,26,0.71,0.94,35,30.0,2,4,0
ObjectId(5df7b30d8e22f300024f8950),PREMISSE,Condor - Piraquara - Centro,5d1f657ee97704000234ee22,2019-12-17,3,24,3,0.12,0.96,25,90.0,30,3,0
ObjectId(5de9cb57d74e570002a6966b),LIZER DISTRIBUIDORA,Verde Mais - Hauer,5de3d6c048d3f900024ea7e3,2019-12-13,10,14,9,0.71,1.0,14,74.0,3,3,0
ObjectId(5df305d413bdb1000249f1b5),LIZER DISTRIBUIDORA,Verde Mais - Hauer,5dae5fa36b62590002a4cc91,2019-12-20,6,14,6,0.43,1.0,14,24.0,4,3,0
ObjectId(5dfc4061a1f83700029389cf),LIZER DISTRIBUIDORA,Verde Mais - Xaxim,5d16487bb67b2200027fd0b0,2019-12-27,5,13,6,0.36,0.93,14,32.0,2,5,0
ObjectId(5e057aef93f4960002b6499b),LIZER DISTRIBUIDORA,Verde Mais - Hauer,5d1eb0ac05834f0002a6f85f,2020-01-03,6,14,6,0.43,1.0,14,23.0,14,5,0
ObjectId(5e057aef93f4960002b649a0),LIZER DISTRIBUIDORA,Verde Mais - Xaxim,5d1eb0ac05834f0002a6f85f,2020-01-03,4,14,4,0.29,1.0,14,26.0,7,4,0
ObjectId(5e0eb5651d3f3c0002b69bfd),LIZER DISTRIBUIDORA,Verde Mais - Hauer,5cc764c5e3cc6f00387529f3,2020-01-10,0,13,0,0.0,0.93,14,48.0,4,1,1
ObjectId(5e0eb5663941fd000256b8c1),LIZER DISTRIBUIDORA,Verde Mais - Xaxim,5cc764c5e3cc6f00387529f3,2020-01-10,0,14,0,0.0,1.0,14,27.0,4,5,0
ObjectId(5de9cb567ec6d30002e1b5f9),LIZER DISTRIBUIDORA,Dalpar - Novo Mundo,5dae645a554d5300020e450d,2019-12-13,4,11,4,0.36,1.0,11,,6,4,0
ObjectId(5df305d37561f90002c3c41e),LIZER DISTRIBUIDORA,Dalpar - Novo Mundo,5dae645a554d5300020e450d,2019-12-20,4,11,4,0.36,1.0,11,25.0,6,5,0
ObjectId(5e0eb5653941fd000256b8bc),LIZER DISTRIBUIDORA,Dalpar - Novo Mundo,5cc764c5e3cc6f00387529f3,2020-01-10,0,11,0,0.0,1.0,11,15.0,6,3,0
ObjectId(5e057af06e5c7f0002b402e8),LIZER DISTRIBUIDORA,Druziki Supermercados - Matriz,5d0983ec6045c10002f8d5f6,2020-01-03,8,25,8,0.32,1.0,25,34.0,6,4,0
ObjectId(5dea5983bb7f8000027f3c4c),COCA-COLA FEMSA,TodoDia - Araucária,5d1574b198473f0002f113bc,2019-12-12,0,0,0,0.0,0.0,314,32.0,23,4,0
ObjectId(5dec6e4872539f00027630e7),COCA-COLA FEMSA,TodoDia - Araucária,5dd07e89596a5300027525f6,2019-12-15,0,0,0,0.0,0.0,314,61.0,14,2,1
ObjectId(5df0e2e5c8ac6c0002419928),COCA-COLA FEMSA,Mercadorama - Curitiba - Bacacheri,5ddbc93fa0858200020cc22b,2019-12-12,0,0,0,0.0,0.0,314,39.0,18,1,1
ObjectId(5df23a91ad1ae7000285075d),COCA-COLA FEMSA,Condor - Curitiba - Novo Mundo,5dd07e89596a5300027525f6,2019-12-15,0,0,0,0.0,0.0,314,-7.0,19,3,0
ObjectId(5df23a9c474e54000205b274),COCA-COLA FEMSA,Condor - Colombo - Maracanã,5dc8bc4b1d748d00029a51cb,2019-12-15,0,0,0,0.0,0.0,314,,26,3,0
ObjectId(5df3832451aa4b0002c1401e),COCA-COLA FEMSA,Walmart - Curitiba - Juvevê,5d4ca3dd8584f200027201be,2019-12-15,0,0,0,0.0,0.0,314,86.0,25,5,0
ObjectId(5e05129483664000025b5134),COCA-COLA FEMSA,Condor - Curitiba - Champagnat,5d705860e78ae40002821a3e,2019-12-27,0,0,0,0.0,0.0,314,359.0,25,5,0
ObjectId(5e0a3e761b1c620002da2e86),COCA-COLA FEMSA,Maxxi - Curitiba - Fazendinha,5df400ca4d394b0002e55a35,2020-01-03,0,0,0,0.0,0.0,314,152.0,26,5,0
ObjectId(5e0e316edffb4e000288ee03),COCA-COLA FEMSA,Condor - Curitiba - Novo Mundo,5df0f157585efe000206b2ef,2020-01-05,0,0,0,0.0,0.0,314,41.0,15,2,1
ObjectId(5e0e3170988f620002d01b14),COCA-COLA FEMSA,Condor - Curitiba - Pinheirinho,5df0f157585efe000206b2ef,2020-01-05,0,0,0,0.0,0.0,314,12.0,20,2,1
ObjectId(5e0e31d5988f620002d01b40),COCA-COLA FEMSA,Condor - Curitiba - Marechal,5dc54a2c24b821000264b1e9,2020-01-05,0,0,0,0.0,0.0,314,76.0,29,2,1
ObjectId(5e0e31d5dffb4e000288ee2b),COCA-COLA FEMSA,Condor - Curitiba - Santa Quitéria,5e0883c967dd340002954f11,2020-01-05,0,0,0,0.0,0.0,314,253.0,22,1,1
ObjectId(5e0e31d6223e8b0002282b78),COCA-COLA FEMSA,Condor - Curitiba - Cristo Rei,5dbf4c6abdda6a0002b68276,2020-01-05,0,0,0,0.0,0.0,314,74.0,18,5,0
ObjectId(5e0e35006b9aeb000291a59c),COCA-COLA FEMSA,Condor - Curitiba - Brasília,5df0f157585efe000206b2ef,2020-01-03,0,0,0,0.0,0.0,314,18.0,18,3,0
ObjectId(5e0e3500b1e1e30002f5e8d4),COCA-COLA FEMSA,Condor - São José dos Pinhais - Rua Joinville,5dd03193d974f4000213e579,2020-01-03,0,0,0,0.0,0.0,314,439.0,20,4,0
ObjectId(5e0e3500e1fbe80002f43e70),COCA-COLA FEMSA,Condor - Piraquara - Centro,5ddd228481ab6c0002619b96,2020-01-03,0,0,0,0.0,0.0,314,238.0,23,4,0
ObjectId(5e0e3501e1fbe80002f43e75),COCA-COLA FEMSA,Condor - Piraquara - Centro,5def973e98f8ce0002271da8,2020-01-04,0,0,0,0.0,0.0,314,105.0,14,4,0
ObjectId(5e0e3504dffb4e000288ee8f),COCA-COLA FEMSA,Condor - Curitiba - Sítio Cercado,5dd0aa510ab3830002cda43b,2020-01-03,0,0,0,0.0,0.0,314,70.0,18,1,1
ObjectId(5e0e3507c986a200027a40bd),COCA-COLA FEMSA,Condor - Curitiba - Derosso,5d7d3fca6049be00028026a5,2020-01-03,0,0,0,0.0,0.0,314,385.0,14,3,0
ObjectId(5e14845b6f2b8c000204313e),COCA-COLA FEMSA,Maxxi - Curitiba - Fazendinha,5dd1918dcbae480002b34910,2020-01-10,0,0,0,0.0,0.0,314,148.0,55,3,0
ObjectId(5e1785411269140002df26a6),COCA-COLA FEMSA,Max Contemporânea Atacarejo - Araucária,5df0f157585efe000206b2ef,2020-01-13,0,0,0,0.0,0.0,314,11.0,16,1,1
ObjectId(5e18b1e6b8731100024369c7),COCA-COLA FEMSA,Condor - Curitiba - Sítio Cercado,5df0f157585efe000206b2ef,2020-01-12,0,0,0,0.0,0.0,314,,16,1,1
ObjectId(5e18b1f54aba0500022ee615),COCA-COLA FEMSA,Condor - Piraquara - Centro,5dbb60edcaaa3b000206a06e,2020-01-12,0,0,0,0.0,0.0,314,136.0,22,5,0
ObjectId(5e18b1f59580cc0002eb4833),COCA-COLA FEMSA,Condor - Curitiba - Novo Mundo,5cf137b94d931d0002efb1f2,2020-01-11,0,0,0,0.0,0.0,314,111.0,20,1,1
ObjectId(5e1cccdac9d2b90002394af9),COCA-COLA FEMSA,Condor - Curitiba - Champagnat,5de15d65e447e30002c0c3ae,2020-01-14,0,0,0,0.0,0.0,314,91.0,26,3,0
ObjectId(5e1cccdbc9d2b90002394afe),COCA-COLA FEMSA,Condor - Curitiba - Champagnat,5d1b4c5886c7bb0002d46563,2020-01-15,0,0,0,0.0,0.0,314,194.0,23,2,1
ObjectId(5e1f3128415e540002140673),COCA-COLA FEMSA,Condor - Curitiba - Sítio Cercado,5dccd49197f3a60002d3b030,2020-01-16,0,0,0,0.0,0.0,314,302.0,31,2,1
ObjectId(5e1f73fbd9830d0002f04c2b),COCA-COLA FEMSA,Big - Curitiba - Boa Vista,5e14f9f46d0269000295f9bb,2020-01-16,0,0,0,0.0,0.0,314,244.0,36,4,0
ObjectId(5e20c02d68791c00029317ba),COCA-COLA FEMSA,Condor - Curitiba - Santa Cândida,5e14f9f46d0269000295f9bb,2020-01-17,0,0,0,0.0,0.0,314,193.0,17,4,0
