activityId,companyName,establishmentName,workerId,date,numberOfRuptures,numberProductsOutStorage,numberProductsOutShelf,rateRuptures,rateOutStorage,mixSize,duration,numberOfPictures,averageRating,marker
ObjectId(5de1757c8608640002367bec),MOINHO DO NORDESTE,Condor -  Campo Largo - Loteamento São José,5d0983ec6045c10002f8d5f6,2019-12-03,0,3,0,0.0,1.0,3,22.0,4,2,1
ObjectId(5de175928608640002367c3f),MOINHO DO NORDESTE,Condor -  Araucária - Bairro Costeira,5d1574b198473f0002f113bc,2019-11-30,0,2,0,0.0,0.67,3,9.0,4,2,1
ObjectId(5de1e2868f5e96000267940e),MOINHO DO NORDESTE,Condor - Curitiba - Wenceslau Braz,5d1a7dc30efc3e0002a1ef59,2019-12-07,1,2,1,0.33,0.67,3,19.0,4,1,1
ObjectId(5de4854ddadc2c000276348c),MOINHO DO NORDESTE,Condor -  Araucária - Bairro Costeira,5dd937f284c8500002ce188a,2019-12-09,0,1,0,0.0,0.33,3,42.0,16,1,1
ObjectId(5de48577466e04000297fd77),MOINHO DO NORDESTE,Condor - Curitiba - João Bettega,5d9f89dd18bb460002151a1f,2019-12-09,0,1,1,0.0,0.33,3,6.0,4,2,1
ObjectId(5de5d70211d6820002b20484),MOINHO DO NORDESTE,Condor - Araucária - BR,5dcc1b432d4ff20002da7cd0,2019-12-10,2,2,2,0.67,0.67,3,59.0,4,2,1
ObjectId(5de9cb7e8e6bd10002471272),MOINHO DO NORDESTE,Condor - Curitiba - São Braz,5dd984d384c8500002ce4d5b,2019-12-13,0,0,0,0.0,0.0,3,50.0,4,2,1
ObjectId(5deb1ce6ab8c960002927caa),MOINHO DO NORDESTE,Condor -  Paranaguá - Raia,5d2b478afee3f400023e27af,2019-12-14,0,0,0,0.0,0.0,3,8.0,11,2,1
ObjectId(5dedbfdfab8c96000292d404),MOINHO DO NORDESTE,Condor - Curitiba - Marechal,5de3d6c048d3f900024ea7e3,2019-12-16,0,1,0,0.0,0.33,3,,4,2,1
ObjectId(5dedbffaab8c96000292d443),MOINHO DO NORDESTE,Condor - São José dos Pinhais - Centro,5de71d91c46ae70002e5e4eb,2019-12-16,2,2,2,0.67,0.67,3,56.0,12,2,1
ObjectId(5def1157c940d800024fc2fc),MOINHO DO NORDESTE,Condor - Curitiba - Pinheirinho,5d3b730d10daa000027a7cbc,2019-12-17,1,1,1,0.33,0.33,3,8.0,4,2,1
ObjectId(5e0eb572352edb00022fb26e),MOINHO DO NORDESTE,Condor -  Campo Mourão,5e1111c598775b0002236820,2020-01-10,1,1,1,0.33,0.33,3,40.0,6,2,1
ObjectId(5e13fb62baa1fa0002536192),MOINHO DO NORDESTE,Condor -  Campo Mourão,5e1358ad5e8047000201a429,2020-01-14,0,0,0,0.0,0.0,3,12.0,10,2,1
ObjectId(5de48559c5cc690002c5b089),NOVILHO NOBRE (CÂMARA FRIA),Walmart - Curitiba - Juvevê,5dd8357ae4d96d00024dac8b,2019-12-09,1,3,1,0.33,1.0,3,34.0,6,2,1
ObjectId(5ddeb430264357000208b702),NOVILHO NOBRE (CÂMARA FRIA),Rio Verde - Fazendão,5dc8bc4b1d748d00029a51cb,2019-11-29,6,6,6,0.75,0.75,8,38.0,2,2,1
ObjectId(5de9cb59d74e570002a6967f),NOVILHO NOBRE (CÂMARA FRIA),Rio Verde - Oliveira,5d434aef4cb39500023ccdfc,2019-12-13,8,8,0,1.0,1.0,8,18.0,3,2,1
ObjectId(5dfc40626b25e500022d6918),NOVILHO NOBRE (CÂMARA FRIA),Rio Verde - Veríssimo,5dc2cb035d818b000215db02,2019-12-27,8,8,8,1.0,1.0,8,6.0,2,2,1
ObjectId(5e1be468365f5c000248d27b),NOVILHO NOBRE (CÂMARA FRIA),Rio Verde - Rodovia,5e12b22c540dfd00020adcbd,2020-01-20,7,8,7,0.88,1.0,8,4.0,2,1,1
ObjectId(5e1be4838b903300021e8113),NOVILHO NOBRE (CÂMARA FRIA),Harger - Araucária,5d1574b198473f0002f113bc,2020-01-20,8,8,8,1.0,1.0,8,4.0,2,2,1
ObjectId(5de01cfc459a2b00027043a0),DOM ELISEO,Condor - São José dos Pinhais - Rua Joinville,5dbb6b642fa4290002c44030,2019-12-03,2,5,4,0.29,0.71,7,37.0,8,1,1
ObjectId(5de01cfc5b26830002575104),DOM ELISEO,Condor - Pinhais - Av. Iraí,5db75e9d97eeab0002d66065,2019-12-03,1,5,1,0.14,0.71,7,35.0,6,1,1
ObjectId(5de01cfcf4bc400002b82bf4),DOM ELISEO,Condor -  Paranaguá - Raia,5ce897b9b9a066003474ac32,2019-12-03,2,2,2,0.29,0.29,7,45.0,4,2,1
ObjectId(5de01cfd1f66ac0002fea186),DOM ELISEO,Condor - Pinhais - Av. Jacob Macanhan,5db75e9d97eeab0002d66065,2019-12-03,1,5,2,0.14,0.71,7,29.0,6,1,1
ObjectId(5de01cfdf4bc400002b82bf9),DOM ELISEO,Condor - Curitiba - Ahú,5d99276cbcbdb3000288059b,2019-12-03,1,5,2,0.14,0.71,7,46.0,10,2,1
ObjectId(5de01cfe0affdd000251b74d),DOM ELISEO,Condor -  Maringá  - Av. Paranà,5d214ecd3cc3870002993d43,2019-12-03,3,6,3,0.43,0.86,7,15.0,8,1,1
ObjectId(5de01d01032f310002a6738f),DOM ELISEO,Condor -  Campo Largo - Loteamento São José,5d1261293186bb0002e229e8,2019-12-03,5,5,5,0.71,0.71,7,84.0,40,2,1
ObjectId(5de01d018247c20002e03633),DOM ELISEO,Condor - Almirante Tamandaré - Alto Pinheiros,5d99276cbcbdb3000288059b,2019-12-03,2,5,3,0.29,0.71,7,27.0,6,1,1
ObjectId(5de01d0289bc9c000295fe7e),DOM ELISEO,Condor - Ponta Grossa - Uvaranas,5dab3bb5d70768000295214d,2019-12-03,5,5,5,0.71,0.71,7,44.0,4,1,1
ObjectId(5de01d02a4f6fe0002d0fd71),DOM ELISEO,Condor - Campo Largo - Centro,5d1261293186bb0002e229e8,2019-12-03,5,6,5,0.71,0.86,7,147.0,8,1,1
ObjectId(5de01dbe5eb99a00022d1399),DOM ELISEO,Condor - Curitiba - Campo Comprido,5dac8debabdc4d00022b52fb,2019-12-03,4,7,4,0.57,1.0,7,,10,2,1
ObjectId(5de090d78aea3100024fd43f),DOM ELISEO,Condor - São José dos Pinhais - Rua Joinville,5cf2d2b730c6300002c4c1a0,2019-12-06,2,5,2,0.29,0.71,7,27.0,4,2,1
ObjectId(5de090d88aea3100024fd444),DOM ELISEO,Condor - São José dos Pinhais - Centro,5cf2d2b730c6300002c4c1a0,2019-12-06,2,6,2,0.29,0.86,7,14.0,4,2,1
ObjectId(5de090e730b70600026be1dd),DOM ELISEO,Condor -  Maringá  - Av. Paranà,5d54c7b7412b660002d5a1e9,2019-12-06,3,6,3,0.43,0.86,7,,7,1,1
ObjectId(5de091017b6ee900029501c3),DOM ELISEO,Condor - Curitiba - Santa Cândida,5ce9c746b9a0660034769abd,2019-12-06,4,6,4,0.57,0.86,7,56.0,0,1,1
ObjectId(5de091070d21de0002dcacf9),DOM ELISEO,Condor - Curitiba - Brasília,5dba2ec821b78d000233c88e,2019-12-06,0,0,0,0.0,0.0,7,,0,1,1
ObjectId(5de5d6d03ca0cd0002f4b17a),DOM ELISEO,Condor - São José dos Pinhais - Rua Joinville,5ce9c746b9a0660034769abd,2019-12-10,5,6,5,0.71,0.86,7,176.0,9,1,1
ObjectId(5de5d6d13ca0cd0002f4b17f),DOM ELISEO,Condor - São José dos Pinhais - Centro,5cf2d2b730c6300002c4c1a0,2019-12-10,1,6,1,0.14,0.86,7,13.0,4,2,1
ObjectId(5de5d6e15280970002068473),DOM ELISEO,Condor - Ponta Grossa - Uvaranas,5d9490d3e200bb0002073e01,2019-12-10,1,1,2,0.14,0.14,7,9.0,4,2,1
ObjectId(5de5d6e42cd5b500028460f9),DOM ELISEO,Condor - Pinhais - Av. Jacob Macanhan,5dcd1e4497f3a60002d3bcff,2019-12-10,5,6,5,0.71,0.86,7,29.0,6,2,1
ObjectId(5de5d6e52cd5b500028460fe),DOM ELISEO,Condor -  Paranaguá - Raia,5d2b478afee3f400023e27af,2019-12-10,2,2,3,0.29,0.29,7,11.0,3,2,1
ObjectId(5de5d6ec98464e00020df078),DOM ELISEO,Condor -  Londrina,5d8b89ff96251600029c5566,2019-12-10,5,7,5,0.71,1.0,7,9.0,4,2,1
ObjectId(5de5d6f398464e00020df082),DOM ELISEO,Condor -  Araucária - Bairro Costeira,5d1b4c5886c7bb0002d46563,2019-12-10,6,6,6,0.86,0.86,7,36.0,2,1,1
ObjectId(5de5d6f620ec0100020ce5a8),DOM ELISEO,Condor - Curitiba - São Braz,5dc316d4455d6a0002dfab27,2019-12-10,4,6,4,0.57,0.86,7,83.0,2,1,1
ObjectId(5de5d6fd11d6820002b2047a),DOM ELISEO,Condor - Curitiba - Torres,5cc764c5e3cc6f00387529f3,2019-12-10,0,6,0,0.0,0.86,7,10.0,4,2,1
ObjectId(5def116284a6a60002a1e705),DOM ELISEO,Condor - Ponta Grossa - Jd. Carvalho,5dc1e88767625a0002d06324,2019-12-17,2,6,2,0.29,0.86,7,50.0,8,2,1
ObjectId(5def1163c938410002249a71),DOM ELISEO,Condor - Ponta Grossa - Centro,5d137415548651000251a699,2019-12-17,5,5,5,0.71,0.71,7,12.0,4,2,1
ObjectId(5def1166c938410002249a8a),DOM ELISEO,Condor -  Paranaguá - Centro,5ce897b9b9a066003474ac32,2019-12-17,3,3,3,0.43,0.43,7,47.0,4,2,1
ObjectId(5def116ac938410002249aa3),DOM ELISEO,Condor -  Londrina,5d669adf3a6c7e0002b841f0,2019-12-17,1,2,1,0.14,0.29,7,66.0,6,2,1
ObjectId(5def1173c938410002249ab7),DOM ELISEO,Condor - Almirante Tamandaré - Alto Pinheiros,5df0b95206aede000231a97e,2019-12-17,0,0,0,0.0,0.0,7,33.0,2,1,1
ObjectId(5def117784a6a60002a1e755),DOM ELISEO,Condor - Curitiba - São Braz,5cf6c994a68a4d0002e06fdf,2019-12-17,3,4,3,0.43,0.57,7,35.0,4,2,1
ObjectId(5def117884a6a60002a1e75a),DOM ELISEO,Condor - Curitiba - Marechal,5dae5fa36b62590002a4cc91,2019-12-17,2,6,2,0.29,0.86,7,67.0,6,2,1
ObjectId(5def117d84a6a60002a1e76e),DOM ELISEO,Condor - Curitiba - Champagnat,5dae1bdcfd8abd000253b680,2019-12-17,3,3,6,0.43,0.43,7,97.0,7,2,1
ObjectId(5def117fc938410002249b01),DOM ELISEO,Condor - Curitiba - Novo Mundo,5da5f89c3778a80002097293,2019-12-17,4,7,4,0.57,1.0,7,33.0,8,2,1
ObjectId(5def118484a6a60002a1e78a),DOM ELISEO,Condor - Curitiba - Cristo Rei,5d5fbce49e62520002c27190,2019-12-17,2,2,2,0.29,0.29,7,33.0,10,1,1
ObjectId(5e0186555a7887000215f997),DOM ELISEO,Condor - Joinville - Itaum,5dbcd300677cf500027903a3,2019-12-31,3,7,3,0.43,1.0,7,34.0,4,1,1
ObjectId(5e0ac0d2a77dba0002a1757a),DOM ELISEO,Condor - Joinville - Itaum,5e02a77afdf6490002cac230,2020-01-07,1,5,5,0.14,0.71,7,50.0,4,1,1
ObjectId(5e0f741eb1877a0002b7312d),DOM ELISEO,Condor - Ponta Grossa - Uvaranas,5dfa6d413add2d00027d7ecd,2020-01-04,4,4,4,0.57,0.57,7,26.0,4,2,1
ObjectId(5e0f741f86746f0002b2c55f),DOM ELISEO,Condor - Ponta Grossa - Jd. Carvalho,5d0c153429889a000276ed1e,2020-01-04,3,6,3,0.43,0.86,7,26.0,2,1,1
ObjectId(5e0f7424c24093000272724d),DOM ELISEO,Condor - Curitiba - Torres,5cf2d2b730c6300002c4c1a0,2020-01-04,2,5,2,0.29,0.71,7,23.0,6,1,1
ObjectId(5e0f742786746f0002b2c56c),DOM ELISEO,Condor - Curitiba - Nilo Peçanha,5ce9c746b9a0660034769abd,2020-01-04,2,4,3,0.29,0.57,7,70.0,5,2,1
ObjectId(5e0f743186746f0002b2c576),DOM ELISEO,Condor - Curitiba - Brasília,5d1eb0ac05834f0002a6f85f,2020-01-04,3,6,3,0.43,0.86,7,57.0,6,2,1
ObjectId(5e0f7431c24093000272725c),DOM ELISEO,Condor - Curitiba - Boa Vista,5d4752559842d60002d9641d,2020-01-04,1,1,2,0.14,0.14,7,,9,2,1
ObjectId(5e0f743386746f0002b2c57b),DOM ELISEO,Condor -  Campo Largo - Loteamento São José,5d0983ec6045c10002f8d5f6,2020-01-04,5,5,5,0.71,0.71,7,73.0,2,1,1
ObjectId(5e0f7433b1877a0002b73155),DOM ELISEO,Condor - Colombo - Maracanã,5da9244397fc8600020d7556,2020-01-04,2,6,2,0.29,0.86,7,7.0,6,2,1
ObjectId(5e0f7435c240930002727266),DOM ELISEO,Condor -  Araucária - Bairro Costeira,5de7a14fccd3f400029548b6,2020-01-04,2,6,3,0.29,0.86,7,30.0,4,2,1
ObjectId(5de6c37dfa31930002b99fc5),LATINEX,Ítalo - Foz do Iguaçu - Petropolis,5d557a20f880f500027c0405,2019-12-09,0,86,0,0.0,1.0,86,25.0,2,1,1
ObjectId(5de9cb52d74e570002a69657),LATINEX,Ítalo - Foz do Iguaçu - Centro,5d557a20f880f500027c0405,2019-12-13,0,86,0,0.0,1.0,86,23.0,2,2,1
ObjectId(5de9cb557ec6d30002e1b5f4),LATINEX,Ítalo - Foz do Iguaçu - Republica,5d557a20f880f500027c0405,2019-12-13,0,86,0,0.0,1.0,86,20.0,2,1,1
ObjectId(5df305dd16cda700026429b6),LATINEX,Ítalo - Foz do Iguaçu - Petropolis,5d88ea916a4733000286f490,2019-12-20,79,80,80,0.92,0.93,86,28.0,4,1,1
ObjectId(5e057ae4f962ed00022a68a0),LATINEX,Ítalo - Foz do Iguaçu - Centro,5d557a20f880f500027c0405,2020-01-03,0,86,0,0.0,1.0,86,13.0,2,1,1
ObjectId(5e17f005d18dfa00026f9d19),LATINEX,Italo - Curitiba,5d28c1bc97da550002be5273,2020-01-17,47,86,47,0.55,1.0,86,27.0,2,2,1
ObjectId(5e1be468c9fe2f0002bc6d59),LATINEX,Ítalo - Foz do Iguaçu - Petropolis,5e0dd7e74248b10002c6747a,2020-01-20,55,83,55,0.64,0.97,86,40.0,6,2,1
ObjectId(5dee77fa48338a000230e46a),ROOTS TO GO,Condor - Curitiba - Santa Quitéria,5dcaa66691b4c200023a6225,2019-12-10,2,5,2,0.4,1.0,5,20.0,2,2,1
ObjectId(5dee77fb5da41800021f7df0),ROOTS TO GO,Condor - Curitiba - João Bettega,5de50a1a1810660002f4575c,2019-12-13,0,1,0,0.0,0.2,5,18.0,8,1,1
ObjectId(5dee77fd05a4c800029a860d),ROOTS TO GO,Condor - Pinhais - Av. Jacob Macanhan,5dd8357ae4d96d00024dac8b,2019-12-13,0,0,0,0.0,0.0,5,19.0,6,2,1
ObjectId(5deab879c207a60002256346),CARMELA CHOCOLATES,Walmart - Curitiba - Juvevê,5cc764c5e3cc6f00387529f3,2019-12-09,0,0,0,0.0,0.0,1,17.0,12,1,1
ObjectId(5df01159435a7a0002836208),VERDE MAIS HAUER,Verde Mais - Hauer,5dc9bfcce3cf360002bf378b,2019-12-11,0,0,0,0.0,0.0,39,,18,2,1
ObjectId(5df0115a435a7a000283620d),VERDE MAIS HAUER,Verde Mais - Hauer,5dc8bc4b1d748d00029a51cb,2019-12-12,0,0,0,0.0,0.0,39,178.0,6,1,1
ObjectId(5df01190435a7a000283622a),VERDE MAIS HAUER,Verde Mais - Hauer,5dc8bc4b1d748d00029a51cb,2019-12-12,0,0,0,0.0,0.0,39,36.0,21,2,1
ObjectId(5df011c7435a7a0002836276),VERDE MAIS HAUER,Verde Mais - Xaxim,5dba2ec821b78d000233c88e,2019-12-12,0,0,0,0.0,0.0,39,23.0,23,2,1
ObjectId(5df8e4220599b300020c6be0),WAY BEER,Tissi - Campo Comprido,5cf2d2b730c6300002c4c1a0,2019-12-19,6,13,6,0.46,1.0,13,6.0,2,2,1
ObjectId(5df8e422adedd60002d37b3b),WAY BEER,Tissi - Cotolengo,5cf2d2b730c6300002c4c1a0,2019-12-19,3,13,3,0.23,1.0,13,6.0,2,2,1
ObjectId(5df8e4230df3b000025a762f),WAY BEER,Tissi - Guaira,5cf2d2b730c6300002c4c1a0,2019-12-19,8,13,8,0.62,1.0,13,5.0,4,1,1
ObjectId(5e1fd8cbc4267f0002d61ea0),WAY BEER,Tissi - Cotolengo,5de7e593d0943c000243b8d8,2020-01-23,2,13,2,0.15,1.0,13,11.0,4,1,1
ObjectId(5e29df98a1165a00029e33be),WAY BEER,Tissi - Guaira,5d16487bb67b2200027fd0b0,2020-01-30,9,13,9,0.69,1.0,13,13.0,4,1,1
ObjectId(5e29df69a1165a00029e33a4),WAY BEER,Big  - Foz do Iguaçu - Jardim Monjollo,5de3ba0a48d3f900024e9fec,2020-01-30,2,8,2,0.2,0.8,10,65.0,18,1,1
ObjectId(5dfa645c8bcf2f0002d883d6),LOMAN COGUMELOS,Walmart - Curitiba - Juvevê,5de7e593d0943c000243b8d8,2019-12-20,1,10,1,0.1,1.0,10,9.0,4,1,1
ObjectId(5dfc40501a424a000284cbc2),LOMAN COGUMELOS,Walmart - Curitiba - Juvevê,5dbc7318a569060002deb531,2019-12-27,0,10,0,0.0,1.0,10,16.0,2,1,1
ObjectId(5e06cc51c211c30002b118bc),LOMAN COGUMELOS,Super Muffato - Maringá - João Paulino,5df42838b164a5000205f26b,2020-01-04,9,10,9,0.9,1.0,10,15.0,4,2,1
"ObjectId(5e169e644aab170002abddc4),LOMAN COGUMELOS,""Super Muffato - Londrina - Madre "",5dd312edc88e830002a9b769,2020-01-16,4,10,4,0.4,1.0,10,61.0,9,2,1"
ObjectId(5e2bb66705d57e0002bab4ed),LOMAN COGUMELOS,Super Muffato - Cascavel - Comercial,5e0775a174d8df0002d039c3,2020-02-01,3,10,3,0.3,1.0,10,12.0,2,1,1
ObjectId(5e2e5958c716f70002c17112),LOMAN COGUMELOS,Big  - Foz do Iguaçu - Jardim Monjollo,5dfab476f0ed62000288e733,2020-02-03,6,8,7,0.6,0.8,10,31.0,6,2,1
ObjectId(5dfd3f4328b4cd00024b57d9),CONDOR MATRIZ,Condor - Curitiba - João Bettega,5dd07e89596a5300027525f6,2019-12-21,0,0,0,0.0,0.0,77,51.0,10,2,1
ObjectId(5e0c127f4719ed000267b10a),CONDOR MATRIZ,Condor - Curitiba - Champagnat,5dccd49197f3a60002d3b030,2020-01-08,7,10,11,0.09,0.13,77,119.0,6,2,1
ObjectId(5e0eb57007702200024cf8b5),CONDOR MATRIZ,Condor -  Araucária - Bairro Costeira,5dd937f284c8500002ce188a,2020-01-10,14,70,14,0.18,0.91,77,164.0,23,2,1
ObjectId(5e0eb57b20f3d80002224fe9),CONDOR MATRIZ,Condor - Curitiba - Champagnat,5df446bd0068820002871100,2020-01-10,13,39,25,0.17,0.51,77,249.0,10,1,1
ObjectId(5e13fb72737f570002c19f1c),CONDOR MATRIZ,Condor -  Araucária - Bairro Costeira,5dd937f284c8500002ce188a,2020-01-14,13,74,13,0.17,0.96,77,182.0,23,1,1
ObjectId(5e0034dc5ce63700025a715a),AMABENE (CÂMARA FRIA),Condor - Curitiba - Derosso,5df0f157585efe000206b2ef,2019-12-30,1,1,1,0.17,0.17,6,6.0,4,1,1
ObjectId(5e06cc75525fda00023ee92f),AMABENE (CÂMARA FRIA),Condor - Curitiba - Sítio Cercado,5df0f157585efe000206b2ef,2020-01-04,1,1,1,0.17,0.17,6,5.0,4,1,1
ObjectId(5dfcc4bfe7d789000201d556),AMABENE (CÂMARA FRIA),Max Atacadista - Campo Comprido,5defa9ef60d09d0002e75bc8,2019-12-26,6,8,6,0.67,0.89,9,,2,1,1
ObjectId(5dfcd760f6b81b00026236e4),AMABENE (CÂMARA FRIA),Triunfo Supermercados - Curitiba - Barrerinha,5ded4938b3d8a700027f005c,2019-12-27,6,19,6,0.32,1.0,19,18.0,8,2,1
ObjectId(5dfcd782f6b81b00026236f4),AMABENE (CÂMARA FRIA),Italo - Curitiba,5de83e76a54c920002ca88d2,2019-12-27,0,10,0,0.0,0.63,16,12.0,16,2,1
ObjectId(5e057ad6b3977e0002480fba),AMABENE (CÂMARA FRIA),Italo - Curitiba,5dbf4c6abdda6a0002b68276,2020-01-03,6,14,8,0.38,0.88,16,43.0,5,2,1
ObjectId(5e057ac9ea6a540002ef7b97),AMABENE (CÂMARA FRIA),Circuito Atacadista,5dec377710986b00021098f8,2020-01-03,0,20,0,0.0,1.0,20,9.0,4,2,1
ObjectId(5e270c387d04a2000262ac0d),AMABENE (CÂMARA FRIA),Circuito Atacadista,5d5aa99f83a3dd0002fed554,2020-01-22,2,1,2,0.1,0.05,20,116.0,21,2,1
ObjectId(5e0c126bc800420002539c0c),AMABENE (CÂMARA FRIA),Stresser - Itaperuçu,5e0a053ed7fbda0002ae1c7e,2020-01-08,5,7,7,0.19,0.26,27,121.0,8,2,1
ObjectId(5dfd3a7633298b0002710024),AMABENE (CÂMARA FRIA),Stresser - Rio Branco do Sul,5dd4a32e33d62b0002388828,2019-12-26,16,18,18,0.59,0.67,27,14.0,6,2,1
ObjectId(5e0d63f738e0f90002c5ff29),AMABENE (CÂMARA FRIA),Stresser - Rio Branco do Sul,5e0a053ed7fbda0002ae1c7e,2020-01-09,11,24,11,0.41,0.89,27,84.0,9,2,1
ObjectId(5e1e87731c71360002b4990d),AMABENE (CÂMARA FRIA),Stresser - Rio Branco do Sul,5e0a053ed7fbda0002ae1c7e,2020-01-22,11,24,11,0.41,0.89,27,94.0,11,2,1
ObjectId(5e1e877648671100029a44de),AMABENE (CÂMARA FRIA),Supermercados Goes - S. J. dos Pinhais - Afonso Pena,5dcd1e4497f3a60002d3bcff,2020-01-22,2,7,2,0.22,0.78,9,20.0,6,2,1
ObjectId(5dfd3a484161d20002fc582f),AMABENE (CÂMARA FRIA),Supermercado Gabão - Santa Helena,5d55d5b2bb4e0f0002312e00,2019-12-26,6,15,6,0.27,0.68,22,31.0,14,2,1
ObjectId(5e27118fcecb2d000268fe0d),AMABENE (CÂMARA FRIA),Supermercado Jóia - São josé dos Pinhais -  Colônia Rio Grande,5de7e79f8e73d000020b2c61,2020-01-23,0,18,0,0.0,1.0,18,14.0,6,2,1
ObjectId(5e1be47d8b903300021e80ff),AMABENE (CÂMARA FRIA),Mercado Santos - Colombo,5e12b22c540dfd00020adcbd,2020-01-20,9,20,10,0.41,0.91,22,104.0,19,1,1
ObjectId(5dfd3fc633298b00027103ff),CONDOR MATRIZ,Condor - Curitiba - Pinheirinho,5df0f157585efe000206b2ef,2019-12-21,0,0,0,0.0,0.0,59,8.0,4,1,1
ObjectId(5dff5bc45ce63700025a129d),CONDOR MATRIZ,Condor - Curitiba - João Bettega,5dd5254933d62b000238addf,2019-12-23,0,0,0,0.0,0.0,59,160.0,10,1,1
ObjectId(5e0d63f38af78b00023b4790),CONDOR MATRIZ,Condor -  Araucária - Bairro Costeira,5dd937f284c8500002ce188a,2020-01-09,22,59,22,0.37,1.0,59,224.0,12,1,1
ObjectId(5e0eb5696a87df0002ea1ed2),CONDOR MATRIZ,Condor -  Araucária - Bairro Costeira,5d9f89dd18bb460002151a1f,2020-01-10,37,57,37,0.63,0.97,59,89.0,4,1,1
ObjectId(5e0eb57a1d3f3c0002b69c0a),CONDOR MATRIZ,Condor - Curitiba - Champagnat,5dffe7a0c835730002398fa6,2020-01-10,15,15,17,0.25,0.25,59,31.0,27,2,1
ObjectId(5e0eb57d07702200024cf8ba),CONDOR MATRIZ,Condor - Curitiba - Ahú,5d4f4c5918d17300029d4c85,2020-01-10,32,53,33,0.54,0.9,59,156.0,3,1,1
ObjectId(5e154d003a5dec0002809327),CONDOR MATRIZ,Condor - Curitiba - Champagnat,5dae1bdcfd8abd000253b680,2020-01-15,14,37,18,0.24,0.63,59,317.0,6,2,1
ObjectId(5e154d0b10dcc600023213b5),CONDOR MATRIZ,Condor - Curitiba - Champagnat,5db72bbd2546450002800f62,2020-01-15,5,2,2,0.08,0.03,59,96.0,8,2,1
ObjectId(5dfd3f68d1c8c70002b3ad46),CONDOR MATRIZ,Condor - Curitiba - Champagnat,5ddd223b81ab6c0002619aba,2019-12-21,0,0,0,0.0,0.0,61,228.0,19,2,1
ObjectId(5dff5c249b42e90002a50f93),CONDOR MATRIZ,Condor - Curitiba - João Bettega,5dd5254933d62b000238addf,2019-12-23,2,6,10,0.03,0.1,61,220.0,13,2,1
ObjectId(5e0eb560352edb00022fb25f),CONDOR MATRIZ,Condor -  Araucária - Bairro Costeira,5d9f89dd18bb460002151a1f,2020-01-10,5,59,5,0.08,0.97,61,47.0,19,2,1
ObjectId(5e0eb5791d3f3c0002b69c05),CONDOR MATRIZ,Condor - Curitiba - Champagnat,5db72bbd2546450002800f62,2020-01-10,0,0,0,0.0,0.0,61,73.0,24,1,1
ObjectId(5dfd3fe733298b000271041e),CONDOR MATRIZ,Condor - Curitiba - Pinheirinho,5df0f157585efe000206b2ef,2019-12-21,0,0,0,0.0,0.0,55,3.0,4,1,1
ObjectId(5dfe22079c78f10002164ff7),CONDOR MATRIZ,Condor - Curitiba - Champagnat,5dba2ec821b78d000233c88e,2019-12-21,0,0,0,0.0,0.0,55,38.0,6,2,1
ObjectId(5dff5b5c5ce63700025a124c),CONDOR MATRIZ,Condor - Curitiba - Champagnat,5d1b4c5886c7bb0002d46563,2019-12-23,0,0,0,0.0,0.0,55,39.0,14,2,1
ObjectId(5dff5bfe9b42e90002a50f73),CONDOR MATRIZ,Condor - Curitiba - João Bettega,5cc77920e3cc6f003875753a,2019-12-23,0,0,0,0.0,0.0,55,51.0,8,2,1
ObjectId(5e09e11df54aec0002100097),CONDOR MATRIZ,Condor - Joinville - América,5dbcd300677cf500027903a3,2020-01-06,0,0,0,0.0,0.0,55,30.0,8,1,1
ObjectId(5e154d0dd156240002266a06),CONDOR MATRIZ,Condor - Curitiba - Champagnat,5db72bbd2546450002800f62,2020-01-15,0,5,0,0.0,0.09,55,36.0,20,2,1
ObjectId(5e14960ed73a800002dc24ac),YINS BRASIL,Condor -  Maringá  - Av. Paranà,5df42838b164a5000205f26b,2020-01-13,1,5,3,0.1,0.5,10,24.0,4,2,1
ObjectId(5e1e1bdadab5c90002caa14b),YINS BRASIL,Condor - Curitiba - São Braz,5e0d24ce283cdf00027c2c5d,2020-01-20,1,0,0,0.1,0.0,10,18.0,4,2,1
ObjectId(5e0e15f18b16030002d07051),STIVAL ALIMENTOS INDUSTRIA E COMERCIO S/A,Maxxi - Curitiba - Fazendinha,5dd07e89596a5300027525f6,2020-01-08,2,2,3,0.12,0.12,17,69.0,19,2,1
ObjectId(5e12a9fb99173d000298fc9f),STIVAL ALIMENTOS INDUSTRIA E COMERCIO S/A,Max Atacadista - Pinhais - Centro,5dcd1e4497f3a60002d3bcff,2020-01-13,0,0,0,0.0,0.0,35,,22,2,1
ObjectId(5e26705f12f10e0002023649),VITALIN SEM GLUTEN,Super Muffato - Cascavel - Comercial,5e0775a174d8df0002d039c3,2020-01-28,7,16,7,0.3,0.7,23,29.0,10,1,1
ObjectId(5e29e6d879863c0002517fd9),COCA-COLA FEMSA,Condor - Curitiba - Água Verde,5df0f157585efe000206b2ef,2020-01-24,0,0,0,0.0,0.0,118,24.0,13,1,1
ObjectId(5e2b1caa04f43b0002f9b2e1),COCA-COLA FEMSA,Condor - Curitiba - Novo Mundo,5e110e1fe8ee8300022d3157,2020-01-27,0,0,0,0.0,0.0,118,323.0,18,1,1
ObjectId(5e251ed79945c60002dc50fa),SEU DIVINO,Super Muffato - Foz do Iguaçu - Shopping Cataratas,5e0dd7e74248b10002c6747a,2020-01-27,9,10,0,0.82,0.91,11,36.0,4,2,1
