activityId,workerId,date,companyName,establishmentName,numberOfRuptures,numberProductsOutStorage,numberProductsOutShelf,rateOfRuptures,rateOutStorage,mixSize,duration,numberOfPictures,averageRating
5e2bb66e4917d5000221bc9f,5e0880a267dd340002954db1,2020-02-01,LOMAN COGUMELOS,"Super Muffato - Londrina - Gourmet Aurora ",10,10,5,1.0,1.0,10,13.0,4,
5e34f0e5ec94bd0002d18ec4,5e0880a267dd340002954db1,2020-02-08,LOMAN COGUMELOS,"Super Muffato - Londrina - Gourmet Aurora ",4,6,5,0.4,0.6,10,46.0,2,
5e2bb66a8a5a430002faecd1,5d4ca3dd8584f200027201be,2020-02-01,COCA-COLA FEMSA,Condor - Curitiba - Água Verde,0,0,0,0.0,0.0,314,147.0,14,
5e2bb66b05d57e0002bab4fc,5d4ca3dd8584f200027201be,2020-02-01,COCA-COLA FEMSA,Condor - Curitiba - Novo Mundo,0,0,0,0.0,0.0,314,106.0,16,
5e2bb66f4917d5000221bca4,5d4ca3dd8584f200027201be,2020-02-01,COCA-COLA FEMSA,Condor - Curitiba - Água Verde,0,0,0,0.0,0.0,115,130.0,16,
5e2bb67029e8d000023a6893,5d4ca3dd8584f200027201be,2020-02-01,COCA-COLA FEMSA,Condor - Curitiba - Novo Mundo,0,0,0,0.0,0.0,115,100.0,22,
5e2bb6748a5a430002faecf9,5e1d8959fbd357000273c7d6,2020-02-01,COCA-COLA FEMSA,Condor - Curitiba - Novo Mundo,0,0,0,0.0,0.0,118,140.0,41,
5e2bb67529e8d000023a689d,5d434aef4cb39500023ccdfc,2020-02-01,COCA-COLA FEMSA,Condor - Curitiba - Pinheirinho,0,0,0,0.0,0.0,118,175.0,24,
5e2bb67629e8d000023a68a2,5dd03193d974f4000213e579,2020-02-01,COCA-COLA FEMSA,Condor - São José dos Pinhais - Rua Joinville,0,0,0,0.0,0.0,118,39.0,24,
5e2bb6744917d5000221bcb8,5d4ca3dd8584f200027201be,2020-02-01,COCA-COLA FEMSA,Condor - Curitiba - Água Verde,0,0,0,0.0,0.0,118,81.0,12,
5e2ed53c2028d300021d5b71,5d1d3d19382ec300021c0cbe,2020-02-01,COCA-COLA FEMSA,Condor - Curitiba - Champagnat,0,0,0,0.0,0.0,314,54.0,28,
5e2ed5413d9b95000297f73c,5dbf4c6abdda6a0002b68276,2020-02-01,COCA-COLA FEMSA,Condor - Curitiba - Santa Cândida,0,0,0,0.0,0.0,314,193.0,19,
5e2ed63e5c5765000272b3f9,5de7e593d0943c000243b8d8,2020-02-01,COCA-COLA FEMSA,Condor - Curitiba - Cajuru,0,0,0,0.0,0.0,115,193.0,3,
5e2ed63ab346a200028a7210,5d1d3d19382ec300021c0cbe,2020-02-01,COCA-COLA FEMSA,Condor - Curitiba - Champagnat,0,0,0,0.0,0.0,115,109.0,31,
5e2f302e8fda2c0002b16f08,5cc764c5e3cc6f00387529f3,2020-02-01,COCA-COLA FEMSA,Big - Curitiba - Portão,0,0,0,0.0,0.0,314,132.0,46,
5e2f30638fda2c0002b16f21,5d6a67e857564a000280bcd4,2020-02-01,COCA-COLA FEMSA,Walmart - Curitiba - Jardim das Américas,0,0,0,0.0,0.0,115,22.0,27,
5e2f309143e2ad0002c206de,5de6a61a0fff460002c0493f,2020-02-01,COCA-COLA FEMSA,Walmart - Curitiba - Jardim das Américas,0,0,0,0.0,0.0,174,41.0,25,
5e3310e8bfbbf90002e3b005,5dccd49197f3a60002d3b030,2020-02-01,COCA-COLA FEMSA,Max Atacadista - São José dos Pinhais - Afonso Pena,0,0,0,0.0,0.0,115,237.0,32,
5e3310ecbfbbf90002e3b00f,5e1de308d35962000264d677,2020-02-01,COCA-COLA FEMSA,Max Atacadista - Curitiba - Bairro Alto,0,0,0,0.0,0.0,115,16.0,16,
5e3310ea5583280002b4e7ea,5de93585fbdfee0002c7bb24,2020-02-01,COCA-COLA FEMSA,Max Atacadista - Pinhais - Centro,0,0,0,0.0,0.0,115,122.0,41,
5e3310e8a3843600028f1600,5ddc5f0563d849000252747e,2020-02-01,COCA-COLA FEMSA,Max Atacadista - Campo Comprido,0,0,0,0.0,0.0,115,101.0,17,
5e341c02318f560002383c6f,5dd674384fe0c0000245ea16,2020-02-03,COCA-COLA FEMSA,Big - Curitiba - Av. das Torres,0,0,0,0.0,0.0,115,476.0,17,
5e341c03318f560002383c74,5ce9c746b9a0660034769abd,2020-02-04,COCA-COLA FEMSA,Big - Curitiba - Av. das Torres,0,0,0,0.0,0.0,115,193.0,21,
5e341c09318f560002383c7e,5d28e7901313480002c6bb94,2020-02-06,COCA-COLA FEMSA,Big - Curitiba - Av. das Torres,0,0,0,0.0,0.0,115,11.0,16,
5e341c09318f560002383c83,5ce9c746b9a0660034769abd,2020-02-07,COCA-COLA FEMSA,Big - Curitiba - Av. das Torres,0,0,0,0.0,0.0,115,117.0,24,
5e34f0e49861d6000221d37c,5d1f657ee97704000234ee22,2020-02-08,COCA-COLA FEMSA,Big - Curitiba - Av. das Torres,0,0,0,0.0,0.0,115,373.0,38,
5e341c0705e3ee00026a3fda,5d434aef4cb39500023ccdfc,2020-02-06,COCA-COLA FEMSA,Big - Curitiba - Boa Vista,0,0,0,0.0,0.0,115,59.0,32,
5e34f0e59861d6000221d381,5e1de308d35962000264d677,2020-02-08,COCA-COLA FEMSA,Big - Curitiba - Boa Vista,0,0,0,0.0,0.0,115,46.0,24,
5e341c0b5c9f1a00029215a3,5cc764c5e3cc6f00387529f3,2020-02-04,COCA-COLA FEMSA,Big - Curitiba - Portão,0,0,0,0.0,0.0,115,147.0,32,
5e341c0d5c9f1a00029215b2,5dd674384fe0c0000245ea16,2020-02-07,COCA-COLA FEMSA,Big - Curitiba - Portão,0,0,0,0.0,0.0,115,69.0,13,
5e341c83318f560002383c88,5dd674384fe0c0000245ea16,2020-02-03,COCA-COLA FEMSA,Big - Curitiba - Av. das Torres,0,0,0,0.0,0.0,314,479.0,34,
5e341c84318f560002383c8d,5dccd49197f3a60002d3b030,2020-02-04,COCA-COLA FEMSA,Big - Curitiba - Av. das Torres,0,0,0,0.0,0.0,314,167.0,34,
5e34f0e89861d6000221d390,5d1f657ee97704000234ee22,2020-02-08,COCA-COLA FEMSA,Big - Curitiba - Av. das Torres,0,0,0,0.0,0.0,314,253.0,32,
5e341c835c9f1a0002921620,5dcd1e4497f3a60002d3bcff,2020-02-03,COCA-COLA FEMSA,Big - Curitiba - Boa Vista,0,0,0,0.0,0.0,314,60.0,32,
5e341c855c9f1a000292162a,5dbb60edcaaa3b000206a06e,2020-02-05,COCA-COLA FEMSA,Big - Curitiba - Boa Vista,0,0,0,0.0,0.0,314,80.0,30,
5e341c865c9f1a000292162f,5d434aef4cb39500023ccdfc,2020-02-06,COCA-COLA FEMSA,Big - Curitiba - Boa Vista,0,0,0,0.0,0.0,314,63.0,28,
5e34f0e79861d6000221d38b,5e1de308d35962000264d677,2020-02-08,COCA-COLA FEMSA,Big - Curitiba - Boa Vista,0,0,0,0.0,0.0,314,42.0,23,
5e341c8405e3ee00026a3ff7,5df446bd0068820002871100,2020-02-05,COCA-COLA FEMSA,Big - Curitiba - Portão,0,0,0,0.0,0.0,314,391.0,50,
5e341c8605e3ee00026a4001,5df446bd0068820002871100,2020-02-07,COCA-COLA FEMSA,Big - Curitiba - Portão,0,0,0,0.0,0.0,314,246.0,45,
5e34f0e69861d6000221d386,5d4ca3dd8584f200027201be,2020-02-08,COCA-COLA FEMSA,Big - Curitiba - Portão,0,0,0,0.0,0.0,314,55.0,16,
5e34f0e99861d6000221d395,5e299be7c5e3d30002d1a6fd,2020-02-08,COCA-COLA FEMSA,Big - Curitiba - Boa Vista,0,0,0,0.0,0.0,28,30.0,33,
5e341cb105e3ee00026a400c,5dd674384fe0c0000245ea16,2020-02-03,COCA-COLA FEMSA,Big - Curitiba - Av. das Torres,0,0,0,0.0,0.0,28,493.0,20,
5e341cba05e3ee00026a401b,5d28e7901313480002c6bb94,2020-02-06,COCA-COLA FEMSA,Big - Curitiba - Av. das Torres,0,0,0,0.0,0.0,28,33.0,15,
5e341cbb05e3ee00026a4020,5e1de364d35962000264d778,2020-02-07,COCA-COLA FEMSA,Big - Curitiba - Av. das Torres,0,0,0,0.0,0.0,28,145.0,30,
5e34f0eaec94bd0002d18ef1,5d1f657ee97704000234ee22,2020-02-08,COCA-COLA FEMSA,Big - Curitiba - Av. das Torres,0,0,0,0.0,0.0,28,325.0,28,
5e341cb1318f560002383caa,5e1200f60091d00002e1e81c,2020-02-03,COCA-COLA FEMSA,Big - Curitiba - Portão,0,0,0,0.0,0.0,28,282.0,26,
5e341cb2318f560002383caf,5cc764c5e3cc6f00387529f3,2020-02-04,COCA-COLA FEMSA,Big - Curitiba - Portão,0,0,0,0.0,0.0,28,144.0,30,
5e341cb7318f560002383cb4,5cc764c5e3cc6f00387529f3,2020-02-05,COCA-COLA FEMSA,Big - Curitiba - Portão,0,0,0,0.0,0.0,28,144.0,30,
5e341cba318f560002383cbe,5dae645a554d5300020e450d,2020-02-07,COCA-COLA FEMSA,Big - Curitiba - Portão,0,0,0,0.0,0.0,28,105.0,30,
5e34f0e9ace7a8000292f18b,5de7e593d0943c000243b8d8,2020-02-08,COCA-COLA FEMSA,Big - Curitiba - Portão,0,0,0,0.0,0.0,28,283.0,32,
5e341d065c9f1a0002921766,5dcd1e4497f3a60002d3bcff,2020-02-03,COCA-COLA FEMSA,Big - Curitiba - Boa Vista,0,0,0,0.0,0.0,174,87.0,61,
5e341d085c9f1a000292176b,5cea8d6eb9a0660034771ae0,2020-02-04,COCA-COLA FEMSA,Big - Curitiba - Boa Vista,0,0,0,0.0,0.0,174,63.0,66,
5e341d095c9f1a0002921770,5dbb60edcaaa3b000206a06e,2020-02-05,COCA-COLA FEMSA,Big - Curitiba - Boa Vista,0,0,0,0.0,0.0,174,67.0,48,
5e34f0ecad32bd0002863972,5e299be7c5e3d30002d1a6fd,2020-02-08,COCA-COLA FEMSA,Big - Curitiba - Boa Vista,0,0,0,0.0,0.0,174,56.0,39,
5e341d0a05e3ee00026a44de,5cc764c5e3cc6f00387529f3,2020-02-05,COCA-COLA FEMSA,Big - Curitiba - Portão,0,0,0,0.0,0.0,174,137.0,48,
5e341d0c05e3ee00026a44e8,5e037a06fe9e820002784a6c,2020-02-07,COCA-COLA FEMSA,Big - Curitiba - Portão,0,0,0,0.0,0.0,174,213.0,82,
5e34f0edace7a8000292f190,5d4ca3dd8584f200027201be,2020-02-08,COCA-COLA FEMSA,Big - Curitiba - Portão,0,0,0,0.0,0.0,174,53.0,22,
5e341d0b318f560002383cf9,5d28e7901313480002c6bb94,2020-02-06,COCA-COLA FEMSA,Big - Curitiba - Av. das Torres,0,0,0,0.0,0.0,174,28.0,20,
5e34f0ebec94bd0002d18ef6,5d1f657ee97704000234ee22,2020-02-08,COCA-COLA FEMSA,Big - Curitiba - Av. das Torres,0,0,0,0.0,0.0,174,413.0,48,
5e3478d5db6abc00025450fc,5de7a14fccd3f400029548b6,2020-02-03,STIVAL ALIMENTOS INDUSTRIA E COMERCIO S/A,Big - Curitiba - Portão,8,20,11,0.2,0.5,40,155.0,19,
5e3478d6db6abc0002545106,5dae645a554d5300020e450d,2020-02-07,STIVAL ALIMENTOS INDUSTRIA E COMERCIO S/A,Big - Curitiba - Portão,11,24,16,0.28,0.6,40,214.0,16,
5e3478d514eacf000272e66b,5dae645a554d5300020e450d,2020-02-05,STIVAL ALIMENTOS INDUSTRIA E COMERCIO S/A,Big - Curitiba - Arthur Bernardes,2,30,4,0.05,0.75,40,99.0,24,
5e3478d614eacf000272e670,5d6a67e857564a000280bcd4,2020-02-07,STIVAL ALIMENTOS INDUSTRIA E COMERCIO S/A,Big - Curitiba - Arthur Bernardes,3,39,4,0.07,0.97,40,38.0,25,
5e34791214eacf000272e6a3,5de80dc97700080002b69ce9,2020-02-07,STIVAL ALIMENTOS INDUSTRIA E COMERCIO S/A,Big - Curitiba - Portão,11,11,11,0.28,0.28,40,57.0,11,
5e347911db6abc0002545110,5de80dc97700080002b69ce9,2020-02-05,STIVAL ALIMENTOS INDUSTRIA E COMERCIO S/A,Big - Curitiba - Arthur Bernardes,1,35,1,0.03,0.88,40,,21,
5e347931db6abc000254511f,5dae645a554d5300020e450d,2020-02-05,STIVAL ALIMENTOS INDUSTRIA E COMERCIO S/A,Big - Curitiba - Arthur Bernardes,8,29,8,0.2,0.71,41,218.0,22,
5e347932db6abc0002545124,5de80dc97700080002b69ce9,2020-02-07,STIVAL ALIMENTOS INDUSTRIA E COMERCIO S/A,Big - Curitiba - Arthur Bernardes,8,34,8,0.2,0.83,41,60.0,21,
5e34793114eacf000272e6dd,5de7a14fccd3f400029548b6,2020-02-05,STIVAL ALIMENTOS INDUSTRIA E COMERCIO S/A,Big - Curitiba - Portão,4,18,9,0.1,0.44,41,123.0,14,
5e34793214eacf000272e6e2,5cc764c5e3cc6f00387529f3,2020-02-07,STIVAL ALIMENTOS INDUSTRIA E COMERCIO S/A,Big - Curitiba - Portão,6,17,7,0.15,0.41,41,62.0,14,
5e34797714eacf000272e710,5de80dc97700080002b69ce9,2020-02-05,STIVAL ALIMENTOS INDUSTRIA E COMERCIO S/A,Big - Curitiba - Arthur Bernardes,7,40,7,0.17,0.98,41,109.0,21,
5e347977db6abc0002545189,5cc764c5e3cc6f00387529f3,2020-02-03,STIVAL ALIMENTOS INDUSTRIA E COMERCIO S/A,Big - Curitiba - Portão,7,14,11,0.17,0.34,41,90.0,14,
5e347977db6abc000254518e,5dda06cc44b2af00025a45e1,2020-02-05,STIVAL ALIMENTOS INDUSTRIA E COMERCIO S/A,Big - Curitiba - Portão,6,10,6,0.15,0.24,41,60.0,17,
5e347978db6abc0002545193,5de80dc97700080002b69ce9,2020-02-07,STIVAL ALIMENTOS INDUSTRIA E COMERCIO S/A,Big - Curitiba - Portão,9,10,9,0.22,0.24,41,32.0,13,
5e385db9abdc340002d1be6b,5dae1bdcfd8abd000253b680,2020-02-04,YINS BRASIL,Condor - São José dos Pinhais - Rua Joinville,1,6,1,0.1,0.6,10,55.0,8,
5e385dbabb1bd90002e0748c,5dae1bdcfd8abd000253b680,2020-02-04,YINS BRASIL,Condor - São José dos Pinhais - Centro,2,6,2,0.2,0.6,10,20.0,6,
5e385dbbe6cc780002e99aef,5dd58db3ea8bb1000212e5c3,2020-02-04,YINS BRASIL,Condor - Ponta Grossa - Nova Rússia,6,10,8,0.6,1.0,10,9.0,2,
5e385e1aabdc340002d1be7f,5d6a67e857564a000280bcd4,2020-02-06,COCA-COLA FEMSA,Condor -  Araucária - Bairro Costeira,0,0,0,0.0,0.0,115,90.0,36,
5e385e1babdc340002d1be84,5d6a67e857564a000280bcd4,2020-02-07,COCA-COLA FEMSA,Condor -  Araucária - Bairro Costeira,0,0,0,0.0,0.0,115,85.0,36,
5e385e20bb1bd90002e074ba,5e1de364d35962000264d778,2020-02-05,COCA-COLA FEMSA,Condor - Curitiba - Ahú,0,0,0,0.0,0.0,115,140.0,32,
5e385e11456b4c00028f4fe7,5ddc5f0563d849000252747e,2020-02-05,COCA-COLA FEMSA,Condor - Curitiba - Nilo Peçanha,0,0,0,0.0,0.0,115,49.0,22,
5e385e12456b4c00028f4fec,5e16961c3e204b00021c8280,2020-02-06,COCA-COLA FEMSA,Condor - Curitiba - Nilo Peçanha,0,0,0,0.0,0.0,115,271.0,23,
5e385e13456b4c00028f4ff6,5e16961c3e204b00021c8280,2020-02-08,COCA-COLA FEMSA,Condor - Curitiba - Nilo Peçanha,0,0,0,0.0,0.0,115,124.0,3,
5e385e10bb1bd90002e07496,5de7a6d06409810002f9e2ed,2020-02-04,COCA-COLA FEMSA,Condor - Curitiba - Champagnat,0,0,0,0.0,0.0,115,27.0,28,
5e385e11bb1bd90002e0749b,5ddc5f0563d849000252747e,2020-02-05,COCA-COLA FEMSA,Condor - Curitiba - Champagnat,0,0,0,0.0,0.0,115,62.0,15,
5e385e13bb1bd90002e074a5,5e1cc3990e94ab00028ad850,2020-02-07,COCA-COLA FEMSA,Condor - Curitiba - Champagnat,0,0,0,0.0,0.0,115,235.0,48,
5e385e14bb1bd90002e074aa,5e1de364d35962000264d778,2020-02-08,COCA-COLA FEMSA,Condor - Curitiba - Champagnat,0,0,0,0.0,0.0,115,162.0,23,
5e385e1eabdc340002d1be8e,5dccd49197f3a60002d3b030,2020-02-04,COCA-COLA FEMSA,Condor - Curitiba - Torres,0,0,0,0.0,0.0,115,635.0,35,
5e385e1fabdc340002d1be93,5e16961c3e204b00021c8280,2020-02-05,COCA-COLA FEMSA,Condor - Curitiba - Torres,0,0,0,0.0,0.0,115,122.0,18,
5e385e20abdc340002d1be98,5e110e1fe8ee8300022d3157,2020-02-06,COCA-COLA FEMSA,Condor - Curitiba - Torres,0,0,0,0.0,0.0,115,89.0,24,
5e385e21abdc340002d1be9d,5e16961c3e204b00021c8280,2020-02-07,COCA-COLA FEMSA,Condor - Curitiba - Torres,0,0,0,0.0,0.0,115,196.0,17,
5e385e22abdc340002d1bea2,5e037a06fe9e820002784a6c,2020-02-08,COCA-COLA FEMSA,Condor - Curitiba - Torres,0,0,0,0.0,0.0,115,185.0,62,
5e387622f8e4f50002c74f9f,5dfa6d413add2d00027d7ecd,2020-02-10,ROOTS TO GO,Condor - Ponta Grossa - Nova Rússia,0,0,0,0.0,0.0,5,10.0,0,
5e387624a1d676000249d5e1,5dc7fe2a14a47c0002ed1745,2020-02-10,ROOTS TO GO,Condor - Curitiba - Cristo Rei,0,0,0,0.0,0.0,5,10.0,6,
5e3876241a1e1e0002e25c66,5dd5254933d62b000238addf,2020-02-10,ROOTS TO GO,Condor - Curitiba - Santa Quitéria,0,0,0,0.0,0.0,5,16.0,0,
5e387625a1d676000249d5e6,5de78cc8c46ae70002e60466,2020-02-10,ROOTS TO GO,Condor - São José dos Pinhais - Rua Joinville,0,0,0,0.0,0.0,5,15.0,0,
5e395ceae7153f0002ec725f,5d6a67e857564a000280bcd4,2020-02-05,COCA-COLA FEMSA,Mercadorama - Curitiba - Comendador Araújo,0,0,0,0.0,0.0,314,78.0,42,
5e395cebe7153f0002ec7264,5cc764c5e3cc6f00387529f3,2020-02-06,COCA-COLA FEMSA,Mercadorama - Curitiba - Comendador Araújo,0,0,0,0.0,0.0,314,215.0,30,
5e395d08584d270002dc1c61,5cc764c5e3cc6f00387529f3,2020-02-06,COCA-COLA FEMSA,Mercadorama - Curitiba - Comendador Araújo,0,0,0,0.0,0.0,174,231.0,15,
5e395d25e7153f0002ec728d,5de6a61a0fff460002c0493f,2020-02-06,COCA-COLA FEMSA,Mercadorama - Curitiba - General Osório,0,0,0,0.0,0.0,28,25.0,17,
5e395d26584d270002dc1c7d,5cc764c5e3cc6f00387529f3,2020-02-06,COCA-COLA FEMSA,Mercadorama - Curitiba - Comendador Araújo,0,0,0,0.0,0.0,28,238.0,21,
5e395d3de7153f0002ec72a0,5de6a61a0fff460002c0493f,2020-02-06,COCA-COLA FEMSA,Mercadorama - Curitiba - General Osório,0,0,0,0.0,0.0,115,42.0,20,
5e395d3c584d270002dc1c82,5d6a67e857564a000280bcd4,2020-02-05,COCA-COLA FEMSA,Mercadorama - Curitiba - Comendador Araújo,0,0,0,0.0,0.0,115,43.0,28,
5e395e7953eb7800023aad39,5dd5ede996e90d000228e02c,2020-02-06,COCA-COLA FEMSA,Mercadorama - Curitiba - Bacacheri,0,0,0,0.0,0.0,314,95.0,35,
5e395f4253eb7800023aaec4,5dd5ede996e90d000228e02c,2020-02-06,COCA-COLA FEMSA,Mercadorama - Curitiba - Bacacheri,0,0,0,0.0,0.0,174,155.0,47,
5e395f7153eb7800023aaeff,5dd5ede996e90d000228e02c,2020-02-06,COCA-COLA FEMSA,Mercadorama - Curitiba - Bacacheri,0,0,0,0.0,0.0,28,170.0,18,
5e395f7253eb7800023aaf04,5d1e87b2e492330002e8a31d,2020-02-07,COCA-COLA FEMSA,Mercadorama - Curitiba - Bacacheri,0,0,0,0.0,0.0,28,106.0,18,
5e395f95584d270002dc1d3f,5dd5ede996e90d000228e02c,2020-02-06,COCA-COLA FEMSA,Mercadorama - Curitiba - Bacacheri,0,0,0,0.0,0.0,115,142.0,25,
5e3c130746b8710002293ba8,5dd5254933d62b000238addf,2020-02-10,MOINHO DO NORDESTE,Condor - Curitiba - Campo Comprido,0,1,0,0.0,0.33,3,24.0,8,
5e3c140446b8710002293bcb,5e1de308d35962000264d677,2020-02-10,MOINHO DO NORDESTE,Condor - São José dos Pinhais - Rua Joinville,0,1,0,0.0,0.33,3,31.0,4,
5e3c140dde6adb0002d92a0c,5d94b47d7574da0002e493d5,2020-02-10,MOINHO DO NORDESTE,Condor - Curitiba - Boa Vista,0,1,0,0.0,0.33,3,39.0,8,
5e3c140993c7620002fb3521,5d94b47d7574da0002e493d5,2020-02-10,MOINHO DO NORDESTE,Condor - Curitiba - Santa Cândida,0,0,0,0.0,0.0,3,89.0,8,
5e3c140d93c7620002fb3535,5d94b47d7574da0002e493d5,2020-02-10,MOINHO DO NORDESTE,Condor - Curitiba - Champagnat,0,0,0,0.0,0.0,3,14.0,8,
5e3c140646b8710002293bd5,5df929b0739f8a00029be468,2020-02-10,MOINHO DO NORDESTE,Condor - Ponta Grossa - Jd. Carvalho,0,0,0,0.0,0.0,3,13.0,6,
5e3c141046b8710002293c11,5dec10bef3609700028887a4,2020-02-10,MOINHO DO NORDESTE,Condor -  Maringá  - Av. Paranà,0,0,0,0.0,0.0,3,17.0,8,
5e3c140293c7620002fb3503,5e076de374d8df0002d03163,2020-02-10,MOINHO DO NORDESTE,Condor - Ponta Grossa - Nova Rússia,0,0,1,0.0,0.0,3,39.0,3,
5e3c1410eaaf4200020c1921,5dec10bef3609700028887a4,2020-02-10,MOINHO DO NORDESTE,Max Atacadista - Maringá - Av Colombo,3,3,3,1.0,1.0,3,10.0,8,
5e3c140e46b8710002293c07,5e1de308d35962000264d677,2020-02-10,MOINHO DO NORDESTE,Condor - Araucária - BR,1,1,1,0.33,0.33,3,14.0,6,
5e3c1404eaaf4200020c18f9,5de78cc8c46ae70002e60466,2020-02-10,MOINHO DO NORDESTE,Condor - São José dos Pinhais - Centro,0,1,0,0.0,0.33,3,66.0,23,
5e3c140b93c7620002fb352b,5d62abd08e65c200021be3ef,2020-02-10,MOINHO DO NORDESTE,Condor - Curitiba - Derosso,0,3,0,0.0,1.0,3,13.0,4,
5e3c140d46b8710002293bfd,5df263b83f471c0002d3f15c,2020-02-10,MOINHO DO NORDESTE,Condor - Curitiba - Cristo Rei,0,0,0,0.0,0.0,3,56.0,10,
5e3c141093c7620002fb3549,5e1111c598775b0002236820,2020-02-10,MOINHO DO NORDESTE,Condor -  Campo Mourão,0,1,0,0.0,0.33,3,44.0,12,
5e3c140b46b8710002293bf3,5d94b47d7574da0002e493d5,2020-02-10,MOINHO DO NORDESTE,Condor - Curitiba - Nilo Peçanha,0,0,0,0.0,0.0,3,76.0,8,
5e3c1408eaaf4200020c190d,5e037a06fe9e820002784a6c,2020-02-10,MOINHO DO NORDESTE,Condor - Curitiba - Água Verde,0,0,0,0.0,0.0,3,39.0,12,
5e3c140693c7620002fb350d,5e076de374d8df0002d03163,2020-02-10,MOINHO DO NORDESTE,Condor - Ponta Grossa - Centro,1,2,1,0.33,0.67,3,29.0,4,
5e3c140946b8710002293be9,5de3d6c048d3f900024ea7e3,2020-02-10,MOINHO DO NORDESTE,Condor - Curitiba - Pinheirinho,0,1,0,0.0,0.33,3,72.0,5,
5e3c140ede6adb0002d92a1c,5d94b47d7574da0002e493d5,2020-02-10,MOINHO DO NORDESTE,Condor - Curitiba - Ahú,0,2,0,0.0,0.67,3,23.0,8,
5e3c140846b8710002293bdf,5cc77920e3cc6f003875753a,2020-02-10,MOINHO DO NORDESTE,Condor - Curitiba - Umbará,0,0,0,0.0,0.0,3,14.0,6,
5e3c140e93c7620002fb353f,5ce897b9b9a066003474ac32,2020-02-10,MOINHO DO NORDESTE,Condor -  Paranaguá - Raia,0,0,0,0.0,0.0,3,41.0,6,
5e3c144146b8710002293c7c,5d1fa4239445ca0002ad77d8,2020-02-10,MOINHO DO NORDESTE,Condor - Curitiba - Wenceslau Braz,1,1,1,0.33,0.33,3,17.0,4,
5e3c144246b8710002293c81,5d1fa4239445ca0002ad77d8,2020-02-08,MOINHO DO NORDESTE,Condor - Curitiba - Wenceslau Braz,1,2,1,0.33,0.67,3,14.0,3,
5e3c14e0eaaf4200020c1937,5dcc420c8f6fa90002256085,2020-02-10,MOINHO DO NORDESTE,Condor - Curitiba - Cajuru,0,2,0,0.0,0.67,3,59.0,6,
5e3c14e1eaaf4200020c193c,5dece14b4071440002532ae1,2020-02-07,MOINHO DO NORDESTE,Condor - Curitiba - Cajuru,1,1,2,0.33,0.33,3,52.0,4,
5e3c14e046b8710002293dc1,5d94b47d7574da0002e493d5,2020-02-10,MOINHO DO NORDESTE,Condor - Fazenda Rio Grande,0,0,0,0.0,0.0,3,22.0,12,
5e3c14e046b8710002293dc6,5cfd561517937800023253fe,2020-02-07,MOINHO DO NORDESTE,Condor - Fazenda Rio Grande,0,1,0,0.0,0.33,3,33.0,12,
5e3c14e693c7620002fb35b2,5d7d3fca6049be00028026a5,2020-02-07,MOINHO DO NORDESTE,Condor - Curitiba - Sítio Cercado,2,3,2,0.67,1.0,3,12.0,6,
5e3c14e746b8710002293de9,5e0fb5fa41abb700024869f9,2020-02-10,MOINHO DO NORDESTE,Condor -  Castro,0,0,0,0.0,0.0,3,31.0,6,
5e3c14e846b8710002293dee,5e0fb5fa41abb700024869f9,2020-02-07,MOINHO DO NORDESTE,Condor -  Castro,0,0,0,0.0,0.0,3,38.0,5,
5e3c15fceaaf4200020c1962,5d8b89ff96251600029c5566,2020-02-10,MOINHO DO NORDESTE,Condor -  Londrina,0,0,0,0.0,0.0,3,20.0,6,
5e3c15fdeaaf4200020c1967,5d8b89ff96251600029c5566,2020-02-11,MOINHO DO NORDESTE,Condor -  Londrina,0,0,0,0.0,0.0,3,34.0,6,
5e3c15f346b8710002293f52,5d2b478afee3f400023e27af,2020-02-10,MOINHO DO NORDESTE,Condor -  Paranaguá - Centro,1,0,0,0.33,0.0,3,113.0,4,
5e3c15f346b8710002293f57,5d2b478afee3f400023e27af,2020-02-11,MOINHO DO NORDESTE,Condor -  Paranaguá - Centro,0,1,0,0.0,0.33,3,25.0,4,
5e3c15f046b8710002293f43,5def565134b96c0002a2071d,2020-02-10,MOINHO DO NORDESTE,Condor - Ponta Grossa - Uvaranas,0,0,0,0.0,0.0,3,29.0,8,
5e3c15f146b8710002293f48,5df929b0739f8a00029be468,2020-02-11,MOINHO DO NORDESTE,Condor - Ponta Grossa - Uvaranas,0,0,0,0.0,0.0,3,19.0,6,
5e3c15fc46b8710002293f61,5ddd223b81ab6c0002619aba,2020-02-10,MOINHO DO NORDESTE,Condor -  Campo Largo - Loteamento São José,0,1,0,0.0,0.33,3,113.0,6,
5e3c15fd46b8710002293f66,5d0983ec6045c10002f8d5f6,2020-02-11,MOINHO DO NORDESTE,Condor -  Campo Largo - Loteamento São José,1,3,1,0.33,1.0,3,4.0,8,
5e3c15f0eaaf4200020c1944,5e18f56764d639000271575c,2020-02-10,MOINHO DO NORDESTE,Condor - Colombo - Maracanã,0,1,0,0.0,0.33,3,47.0,6,
5e3c15f0eaaf4200020c1949,5da9244397fc8600020d7556,2020-02-11,MOINHO DO NORDESTE,Condor - Colombo - Maracanã,0,0,0,0.0,0.0,3,28.0,8,
5e3c15f393c7620002fb3662,5ddd223b81ab6c0002619aba,2020-02-10,MOINHO DO NORDESTE,Condor - Campo Largo - Centro,2,2,0,0.67,0.67,3,53.0,2,
