activityId,workerId,date,companyName,establishmentName,numberOfRuptures,numberProductsOutStorage,numberProductsOutShelf,rateOfRuptures,rateOutStorage,mixSize,duration,numberOfPictures,averageRating
5e2e59579ce42a000225e70a,5d1eb0ac05834f0002a6f85f,2020-02-03,SUPER SAÚDE NUTRI,Verde Mais - Hauer,0,16,0,0.0,1.0,16,16.0,8,
5e3793d8da11330002481f10,5d1fa4239445ca0002ad77d8,2020-02-10,SUPER SAÚDE NUTRI,Verde Mais - Hauer,8,13,12,0.5,0.81,16,20.0,5,
5e339f6f07c84d0002fcb190,5dae645a554d5300020e450d,2020-02-07,SUPER SAÚDE NUTRI,Verde Mais - Xaxim,13,16,13,0.81,1.0,16,21.0,2,
5e2bb65ef6bb6b00024c8316,5d16487bb67b2200027fd0b0,2020-02-01,DR. SCHAR,,26,35,26,0.74,1.0,35,24.0,2,
5e34f0e0ad32bd0002863927,5d1fa4239445ca0002ad77d8,2020-02-08,DR. SCHAR,,26,32,27,0.74,0.91,35,30.0,2,
5e2bb64cdd45c40002ac8561,5d0983ec6045c10002f8d5f6,2020-02-01,VINHOS TERRAUSTRAL,Condor - Curitiba - Nilo Peçanha,5,23,5,0.22,1.0,23,4.0,4,
5e2d07d4981a740002f0d851,5dbb60edcaaa3b000206a06e,2020-02-02,VINHOS TERRAUSTRAL,Condor - Curitiba - Nilo Peçanha,0,16,0,0.0,0.7,23,65.0,6,
5e2bb665f631480002717b35,5d0983ec6045c10002f8d5f6,2020-02-01,VINHOS TERRAUSTRAL,Condor - Curitiba - Champagnat,8,23,8,0.35,1.0,23,19.0,4,
5e2faacd44409d0002dc50fb,5dd2a665849da70002026762,2020-02-04,VINHOS TERRAUSTRAL,Condor - Curitiba - Champagnat,6,21,6,0.26,0.91,23,96.0,12,
5e34f0df9861d6000221d368,5e1de308d35962000264d677,2020-02-08,VINHOS TERRAUSTRAL,Condor - Curitiba - Champagnat,19,21,19,0.83,0.91,23,22.0,10,
5e38e5611ad7d0000293997b,5e13bb63825c400002e87ee7,2020-02-11,VINHOS TERRAUSTRAL,Condor - Curitiba - Champagnat,11,22,11,0.48,0.96,23,92.0,8,
5e339f54ad32bd0002862d27,5df929b0739f8a00029be468,2020-02-07,VINHOS TERRAUSTRAL,Condor - Ponta Grossa - Oficinas,6,6,7,0.26,0.26,23,20.0,8,
5e3793d826cb0e000297fb16,5e076de374d8df0002d03163,2020-02-10,VINHOS TERRAUSTRAL,Condor - Ponta Grossa - Oficinas,9,19,11,0.39,0.83,23,37.0,12,
5e2e59674eeee20002986117,5de2999e585cc6000210ad6c,2020-02-03,VINHOS TERRAUSTRAL,Condor - Ponta Grossa - Nova Rússia,6,19,6,0.26,0.83,23,43.0,18,
5e339f5dad32bd0002862d2c,5e076de374d8df0002d03163,2020-02-07,VINHOS TERRAUSTRAL,Condor - Ponta Grossa - Nova Rússia,8,19,8,0.35,0.83,23,32.0,17,
5e3793d826cb0e000297fb1b,5dfa6d413add2d00027d7ecd,2020-02-10,VINHOS TERRAUSTRAL,Condor - Ponta Grossa - Nova Rússia,9,19,9,0.39,0.83,23,24.0,4,
5e2e59687f04aa00020f3152,5dd55e22d49b8e0002893a62,2020-02-03,VINHOS TERRAUSTRAL,Condor - Ponta Grossa - Jd. Carvalho,5,23,5,0.22,1.0,23,106.0,7,
5e30fc6749faa8000276fcf7,5dd55e22d49b8e0002893a62,2020-02-05,VINHOS TERRAUSTRAL,Condor - Ponta Grossa - Jd. Carvalho,3,23,3,0.13,1.0,23,42.0,6,
5e339f637c34ee0002255202,5df929b0739f8a00029be468,2020-02-07,VINHOS TERRAUSTRAL,Condor - Ponta Grossa - Jd. Carvalho,0,0,1,0.0,0.0,23,11.0,12,
5e3793da26cb0e000297fb20,5dd55e22d49b8e0002893a62,2020-02-10,VINHOS TERRAUSTRAL,Condor - Ponta Grossa - Jd. Carvalho,3,23,3,0.13,1.0,23,19.0,6,
5e2e59697f04aa00020f3157,5de2999e585cc6000210ad6c,2020-02-03,VINHOS TERRAUSTRAL,Condor - Ponta Grossa - Uvaranas,7,23,7,0.3,1.0,23,52.0,30,
5e30fc68bff23d00025a53f6,5df929b0739f8a00029be468,2020-02-05,VINHOS TERRAUSTRAL,Condor - Ponta Grossa - Uvaranas,0,0,0,0.0,0.0,23,19.0,17,
5e339f697c34ee0002255207,5dd58db3ea8bb1000212e5c3,2020-02-07,VINHOS TERRAUSTRAL,Condor - Ponta Grossa - Uvaranas,2,19,2,0.09,0.83,23,13.0,3,
5e3793db4d386200029a05e3,5df929b0739f8a00029be468,2020-02-10,VINHOS TERRAUSTRAL,Condor - Ponta Grossa - Uvaranas,1,1,2,0.04,0.04,23,21.0,18,
5e2e5969c716f70002c17167,5d2b478afee3f400023e27af,2020-02-03,VINHOS TERRAUSTRAL,Condor -  Paranaguá - Centro,10,11,10,0.43,0.48,23,11.0,8,
5e30fc69bff23d00025a53fb,5ce897b9b9a066003474ac32,2020-02-05,VINHOS TERRAUSTRAL,Condor -  Paranaguá - Centro,8,16,8,0.35,0.7,23,66.0,11,
5e339f6c7c34ee000225520c,5ce897b9b9a066003474ac32,2020-02-07,VINHOS TERRAUSTRAL,Condor -  Paranaguá - Centro,8,11,8,0.35,0.48,23,113.0,11,
5e3793e4f6812800024e9bd0,5ce897b9b9a066003474ac32,2020-02-10,VINHOS TERRAUSTRAL,Condor -  Paranaguá - Centro,8,22,8,0.35,0.96,23,70.0,14,
5e3a36dd8d93930002b1d715,5d2b478afee3f400023e27af,2020-02-12,VINHOS TERRAUSTRAL,Condor -  Paranaguá - Centro,5,8,6,0.22,0.35,23,11.0,14,
5e2e596af63a960002dbba67,5ce897b9b9a066003474ac32,2020-02-03,VINHOS TERRAUSTRAL,Condor -  Paranaguá - Raia,7,19,7,0.3,0.83,23,23.0,9,
5e30fc6a7f33fb00024dd79f,5ce897b9b9a066003474ac32,2020-02-05,VINHOS TERRAUSTRAL,Condor -  Paranaguá - Raia,8,17,8,0.35,0.74,23,18.0,8,
5e339f6d7c34ee0002255211,5ce897b9b9a066003474ac32,2020-02-07,VINHOS TERRAUSTRAL,Condor -  Paranaguá - Raia,8,19,10,0.35,0.83,23,33.0,10,
5e3793e6f6812800024e9bd5,5ce897b9b9a066003474ac32,2020-02-10,VINHOS TERRAUSTRAL,Condor -  Paranaguá - Raia,8,9,8,0.35,0.39,23,33.0,8,
5e3a36de8d93930002b1d71a,5ce897b9b9a066003474ac32,2020-02-12,VINHOS TERRAUSTRAL,Condor -  Paranaguá - Raia,9,17,9,0.39,0.74,23,18.0,7,
5e2e596a7f04aa00020f3161,5dfa6d413add2d00027d7ecd,2020-02-03,VINHOS TERRAUSTRAL,Condor - Ponta Grossa - Centro,20,21,20,0.87,0.91,23,19.0,7,
5e30fc6b49faa8000276fd06,5e076de374d8df0002d03163,2020-02-05,VINHOS TERRAUSTRAL,Condor - Ponta Grossa - Centro,20,23,19,0.87,1.0,23,19.0,2,
5e339f6d9861d6000221b84c,5dd58db3ea8bb1000212e5c3,2020-02-07,VINHOS TERRAUSTRAL,Condor - Ponta Grossa - Centro,9,23,9,0.39,1.0,23,16.0,2,
5e3793e71c400c00023bfd24,5dd55e22d49b8e0002893a62,2020-02-10,VINHOS TERRAUSTRAL,Condor - Ponta Grossa - Centro,18,22,19,0.78,0.96,23,25.0,6,
5e3793e775c76a00023c7adb,5d533d9b82b97900027d9c93,2020-02-10,VINHOS TERRAUSTRAL,Condor -  Maringá  - Av. Paranà,10,21,10,0.43,0.91,23,40.0,36,
5e3a36df587e820002c1dbb1,5dec10bef3609700028887a4,2020-02-12,VINHOS TERRAUSTRAL,Condor -  Maringá  - Av. Paranà,4,9,5,0.17,0.39,23,14.0,6,
5e30fc58bff23d00025a53a5,5e110e1fe8ee8300022d3157,2020-02-05,TELEPATAS REPRESENTAÇÕES,Condor - Araucária - BR,6,30,7,0.18,0.91,33,118.0,10,
5e30fc5fbff23d00025a53aa,5e1de364d35962000264d778,2020-02-05,TELEPATAS REPRESENTAÇÕES,Condor -  Campo Largo - Loteamento São José,0,14,0,0.0,0.42,33,95.0,12,
5e30fc6046559500025028ef,5da9244397fc8600020d7556,2020-02-05,TELEPATAS REPRESENTAÇÕES,Condor - Colombo - Maracanã,3,4,5,0.09,0.12,33,65.0,20,
5e30fc6249faa8000276fcbf,5dc2cb035d818b000215db02,2020-02-05,TELEPATAS REPRESENTAÇÕES,Condor - Pinhais - Av. Jacob Macanhan,1,1,3,0.03,0.03,33,63.0,13,
5e30fc65bff23d00025a53e2,5e1df7f017428b0002b604bf,2020-02-05,TELEPATAS REPRESENTAÇÕES,Condor - São José dos Pinhais - Rua Joinville,17,33,16,0.52,1.0,33,32.0,11,
5e2bb66605d57e0002bab4e8,5d669adf3a6c7e0002b841f0,2020-02-01,VINHOS TERRAUSTRAL,Condor -  Londrina,0,23,0,0.0,1.0,23,25.0,6,
5e2faace44409d0002dc5100,5d8b89ff96251600029c5566,2020-02-04,VINHOS TERRAUSTRAL,Condor -  Londrina,1,23,1,0.04,1.0,23,28.0,8,
5e34f0e09da88b000221bfa0,5d669adf3a6c7e0002b841f0,2020-02-08,VINHOS TERRAUSTRAL,Condor -  Londrina,0,23,0,0.0,1.0,23,38.0,6,
5e38e5621ad7d00002939980,5d8b89ff96251600029c5566,2020-02-11,VINHOS TERRAUSTRAL,Condor -  Londrina,0,23,0,0.0,1.0,23,34.0,8,
5e2bb667057bfb0002156f6f,5d533d9b82b97900027d9c93,2020-02-01,VINHOS TERRAUSTRAL,Condor -  Maringá - Av. Colombo,0,21,0,0.0,0.91,23,29.0,16,
5e34f0e17c08d80002f6982c,5dec10bef3609700028887a4,2020-02-08,VINHOS TERRAUSTRAL,Condor -  Maringá - Av. Colombo,9,9,10,0.39,0.39,23,21.0,6,
5e34f0e47c08d80002f69831,5e1de308d35962000264d677,2020-02-08,VINHOS TERRAUSTRAL,Condor - Curitiba - Torres,19,21,19,0.83,0.91,23,12.0,6,
5e38e5631ad7d0000293998a,5dc7fe2a14a47c0002ed1745,2020-02-11,VINHOS TERRAUSTRAL,Condor - Curitiba - Torres,14,23,14,0.61,1.0,23,24.0,4,
5e34f0e58cfbe10002f4079d,5e1de308d35962000264d677,2020-02-08,VINHOS TERRAUSTRAL,Condor - São José dos Pinhais - Rua Joinville,20,20,20,0.87,0.87,23,15.0,4,
5e38e5641ad7d0000293998f,5dc7fe2a14a47c0002ed1745,2020-02-11,VINHOS TERRAUSTRAL,Condor - São José dos Pinhais - Rua Joinville,10,21,12,0.43,0.91,23,63.0,4,
5e2bb66905d57e0002bab4f2,5dd07e89596a5300027525f6,2020-02-01,VINHOS TERRAUSTRAL,Condor - Araucária - BR,0,23,0,0.0,1.0,23,34.0,6,
5e38e5641ad7d00002939994,5dc7fe2a14a47c0002ed1745,2020-02-11,VINHOS TERRAUSTRAL,Condor - Araucária - BR,12,18,17,0.52,0.78,23,74.0,6,
5e339f75fd01c500027bf09f,5ddd43012f7a8800021d05a1,2020-02-07,TRINDADE MASSAS (CÂMARA FRIA),Zamprogna - Fazendinha,6,10,6,0.5,0.83,12,90.0,15,
5e2e59590487d9000279b6a9,5dcaa66691b4c200023a6225,2020-02-03,JAYFEX CONSULTING,Supermercado Sierra - Campo Comprido,8,12,8,0.67,1.0,12,21.0,6,
5e38e5616171a600024f666e,5dd1c857c7d6cc00026c9d99,2020-02-11,JAYFEX CONSULTING,Supermercados Curitiba - Caiuá,1,3,1,0.08,0.25,12,42.0,4,
5e2e59599ce42a000225e714,5d9f89dd18bb460002151a1f,2020-02-03,LOHN BIER,TodoDia - Araucária,12,12,12,1.0,1.0,12,16.0,2,
5e324dd6877fec0002cb1be9,5dd674384fe0c0000245ea16,2020-02-06,LOHN BIER,TodoDia - Araucária,12,12,12,1.0,1.0,12,6.0,2,
5e3793d8da11330002481f15,5de138e6786feb0002d38347,2020-02-10,LOHN BIER,TodoDia - Araucária,12,12,12,1.0,1.0,12,6.0,2,
5e2bb6557c3a810002d2a698,5dc1e88767625a0002d06324,2020-02-01,TRINDADE MASSAS (CÂMARA FRIA),Max atacadista - Ponta Grossa,1,5,1,0.17,0.83,6,18.0,18,
5e364249df74b300023560b1,5dfc4b1f918546000202a159,2020-02-09,TRINDADE MASSAS (CÂMARA FRIA),Max atacadista - Ponta Grossa,0,3,0,0.0,0.5,6,45.0,9,
5e2e595bc716f70002c1712b,5d5aa99f83a3dd0002fed554,2020-02-03,NOVILHO NOBRE (CÂMARA FRIA),Rio Verde - Hiper Ribeira,6,6,6,0.75,0.75,8,19.0,0,
5e3793da1c400c00023bfcfc,5de93585fbdfee0002c7bb24,2020-02-10,NOVILHO NOBRE (CÂMARA FRIA),Rio Verde - Hiper Ribeira,6,6,6,0.75,0.75,8,8.0,3,
5e2e595fc716f70002c1713f,5d434aef4cb39500023ccdfc,2020-02-03,NOVILHO NOBRE (CÂMARA FRIA),Rio Verde - Xingu,0,8,0,0.0,1.0,8,18.0,2,
5e339f71dc68100002e67240,5e18f56764d639000271575c,2020-02-07,NOVILHO NOBRE (CÂMARA FRIA),Rio Verde - Xingu,4,8,4,0.5,1.0,8,8.0,2,
5e3793e526cb0e000297fb3e,5dbb6dd562d8950002e0bddc,2020-02-10,NOVILHO NOBRE (CÂMARA FRIA),Rio Verde - Xingu,4,8,4,0.5,1.0,8,2.0,6,
5e3793e626cb0e000297fb43,5dbb6dd562d8950002e0bddc,2020-02-10,NOVILHO NOBRE (CÂMARA FRIA),Rio Verde - Oliveira,0,5,0,0.0,0.63,8,11.0,0,
5e3793e526cb0e000297fb39,5e0e319e370bdf0002823264,2020-02-10,NOVILHO NOBRE (CÂMARA FRIA),Rio Verde - Colombo Centro,4,4,4,0.5,0.5,8,9.0,4,
5e2e595c7f04aa00020f3143,5e18f56764d639000271575c,2020-02-03,NOVILHO NOBRE (CÂMARA FRIA),Rio Verde - Rodovia,6,8,6,0.75,1.0,8,13.0,4,
5e339f6405e3ee00026a2dc7,5e18f56764d639000271575c,2020-02-07,NOVILHO NOBRE (CÂMARA FRIA),Rio Verde - Rodovia,7,8,7,0.88,1.0,8,10.0,2,
5e3793db26cb0e000297fb25,5e18f56764d639000271575c,2020-02-10,NOVILHO NOBRE (CÂMARA FRIA),Rio Verde - Rodovia,6,8,6,0.75,1.0,8,9.0,4,
5e339f723866be0002819caf,5d434aef4cb39500023ccdfc,2020-02-07,NOVILHO NOBRE (CÂMARA FRIA),Rio Verde - Tarumã,0,8,0,0.0,1.0,8,13.0,5,
5e2e595dc716f70002c17130,5d5aa99f83a3dd0002fed554,2020-02-03,NOVILHO NOBRE (CÂMARA FRIA),Rio Verde - Maracanã,4,5,5,0.5,0.63,8,53.0,8,
5e339f6b216edf0002dc2de6,5dbf4c6abdda6a0002b68276,2020-02-07,NOVILHO NOBRE (CÂMARA FRIA),Rio Verde - Maracanã,4,8,4,0.5,1.0,8,22.0,6,
5e3793dc26cb0e000297fb2f,5e194db2dc31d10002717961,2020-02-10,NOVILHO NOBRE (CÂMARA FRIA),Rio Verde - Maracanã,0,8,0,0.0,1.0,8,16.0,4,
5e339f697f79090002fe81e8,5dc2cb035d818b000215db02,2020-02-07,NOVILHO NOBRE (CÂMARA FRIA),Rio Verde - Veríssimo,4,4,4,0.5,0.5,8,15.0,8,
5e3793db26cb0e000297fb2a,5dbb6dd562d8950002e0bddc,2020-02-10,NOVILHO NOBRE (CÂMARA FRIA),Rio Verde - Veríssimo,0,6,0,0.0,0.75,8,9.0,2,
5e339f6f216edf0002dc2df0,5e18f56764d639000271575c,2020-02-07,NOVILHO NOBRE (CÂMARA FRIA),Rio Verde - Guarani,5,8,5,0.63,1.0,8,8.0,4,
5e3793e426cb0e000297fb34,5d5aa99f83a3dd0002fed554,2020-02-10,NOVILHO NOBRE (CÂMARA FRIA),Rio Verde - Guarani,6,8,6,0.75,1.0,8,24.0,2,
5e2e5965c716f70002c1714e,5dd5ede996e90d000228e02c,2020-02-03,NOVILHO NOBRE (CÂMARA FRIA),Rio Verde - Almirante Tamandare,7,8,7,0.88,1.0,8,13.0,33,
5e339f72ad32bd0002862d59,5e1de308d35962000264d677,2020-02-07,NOVILHO NOBRE (CÂMARA FRIA),Rio Verde - Almirante Tamandare,8,8,8,1.0,1.0,8,27.0,4,
5e3793e7f6812800024e9bda,5d90066411c9fd0002e7e431,2020-02-10,NOVILHO NOBRE (CÂMARA FRIA),Rio Verde - Almirante Tamandare,7,8,7,0.88,1.0,8,14.0,8,
5e3793e7f6812800024e9bdf,5de138e6786feb0002d38347,2020-02-10,NOVILHO NOBRE (CÂMARA FRIA),Harger - Araucária,8,8,8,1.0,1.0,8,10.0,9,
5e30fc6649faa8000276fced,5d669adf3a6c7e0002b841f0,2020-02-05,TELEPATAS REPRESENTAÇÕES,Condor -  Londrina,6,33,6,0.18,1.0,33,48.0,6,
5e2bb6607c3a810002d2a69d,5d1b8973b204600002a2b3c0,2020-02-01,MOINHO DO NORDESTE,Condor - Curitiba - Campo Comprido,0,0,0,0.0,0.0,3,29.0,6,
5e324dd4aebe880002b35d04,5d16487bb67b2200027fd0b0,2020-02-06,MOINHO DO NORDESTE,Condor - Curitiba - Derosso,1,2,1,0.33,0.67,3,12.0,3,
5e339f65455b4b000203b347,5dc9bfcce3cf360002bf378b,2020-02-07,MOINHO DO NORDESTE,Condor - Pinhais - Av. Iraí,1,2,2,0.33,0.67,3,7.0,4,
5e339f7007c84d0002fcb195,5d1b4c5886c7bb0002d46563,2020-02-07,MOINHO DO NORDESTE,Condor -  Araucária - Bairro Costeira,0,1,0,0.0,0.33,3,17.0,8,
5e339f7107c84d0002fcb19f,5d669adf3a6c7e0002b841f0,2020-02-07,MOINHO DO NORDESTE,Condor -  Londrina,0,0,0,0.0,0.0,3,14.0,6,
5e339f656b973300028a434b,5d5aa99f83a3dd0002fed554,2020-02-07,MOINHO DO NORDESTE,Condor - Colombo - Maracanã,0,0,0,0.0,0.0,3,21.0,4,
5e339f707f79090002fe81f7,5ce897b9b9a066003474ac32,2020-02-07,MOINHO DO NORDESTE,Condor -  Paranaguá - Centro,0,3,0,0.0,1.0,3,11.0,7,
5e2bb66c29e8d000023a687a,5dc1e88767625a0002d06324,2020-02-01,MOINHO DO NORDESTE,Condor - Ponta Grossa - Nova Rússia,0,0,0,0.0,0.0,3,59.0,12,
5e30fc627f33fb00024dd75e,5de80b7e97e4240002df9ea4,2020-02-05,MOINHO DO NORDESTE,Condor - Ponta Grossa - Nova Rússia,0,1,1,0.0,0.33,3,43.0,8,
5e34f0e4ad32bd0002863931,5dfa6d413add2d00027d7ecd,2020-02-08,MOINHO DO NORDESTE,Condor - Ponta Grossa - Nova Rússia,1,3,1,0.33,1.0,3,11.0,8,
5e34f0f96d0cab00024f2487,5cfd561517937800023253fe,2020-02-08,MOINHO DO NORDESTE,Condor - Curitiba - Champagnat,0,0,0,0.0,0.0,3,31.0,8,
5e34f0e67c08d80002f6983b,5d1d3f4a382ec300021c0d56,2020-02-08,MOINHO DO NORDESTE,Condor - Pinhais - Av. Jacob Macanhan,1,3,1,0.33,1.0,3,12.0,8,
5e34f0e7ec94bd0002d18ed3,5cfd561517937800023253fe,2020-02-08,MOINHO DO NORDESTE,Condor - Fazenda Rio Grande,0,0,0,0.0,0.0,3,48.0,12,
5e30fc6b7f33fb00024dd7a4,5d94b47d7574da0002e493d5,2020-02-05,MOINHO DO NORDESTE,Condor - Curitiba - Santa Cândida,0,0,0,0.0,0.0,3,49.0,7,
5e34f0ea9861d6000221d39f,5de80dc97700080002b69ce9,2020-02-08,MOINHO DO NORDESTE,Condor - Curitiba - Santa Cândida,0,0,0,0.0,0.0,3,25.0,6,
5e30fc6dbff23d00025a541e,5d1fa4239445ca0002ad77d8,2020-02-05,MOINHO DO NORDESTE,Condor - Curitiba - Marechal,0,2,0,0.0,0.67,3,14.0,4,
5e34f0ed9861d6000221d3ae,5d16487bb67b2200027fd0b0,2020-02-08,MOINHO DO NORDESTE,Condor - Curitiba - Marechal,0,2,0,0.0,0.67,3,18.0,4,
5e2bb6714917d5000221bcae,5d50ce4418d17300029d9b7e,2020-02-01,MOINHO DO NORDESTE,Condor - Curitiba - Água Verde,0,0,0,0.0,0.0,3,35.0,4,
5e2bb67505d57e0002bab51f,5d1b8973b204600002a2b3c0,2020-02-01,MOINHO DO NORDESTE,Condor - Curitiba - Santa Quitéria,1,1,1,0.33,0.33,3,30.0,4,
5e30fc6bbff23d00025a540f,5dddbd7d3351a30002b1a521,2020-02-05,MOINHO DO NORDESTE,Condor - Curitiba - Santa Quitéria,1,2,1,0.33,0.67,3,27.0,4,
5e3a36e08d93930002b1d72e,5dddbd7d3351a30002b1a521,2020-02-12,MOINHO DO NORDESTE,Condor - Curitiba - Santa Quitéria,0,3,0,0.0,1.0,3,12.0,2,
5e2bb67005d57e0002bab510,5de93585fbdfee0002c7bb24,2020-02-01,MOINHO DO NORDESTE,Condor - Pinhais - Av. Iraí,0,3,0,0.0,1.0,3,9.0,8,
5e34f0e6ec94bd0002d18ece,5d1d3f4a382ec300021c0d56,2020-02-08,MOINHO DO NORDESTE,Condor - Pinhais - Av. Iraí,1,2,1,0.33,0.67,3,23.0,8,
5e30fc67bff23d00025a53f1,5d1fa4239445ca0002ad77d8,2020-02-05,MOINHO DO NORDESTE,Condor - Curitiba - Torres,0,0,1,0.0,0.0,3,38.0,3,
5e34f0e7ec94bd0002d18ed8,5d1fa4239445ca0002ad77d8,2020-02-08,MOINHO DO NORDESTE,Condor - Curitiba - Torres,0,1,0,0.0,0.33,3,36.0,4,
5e2bb6788a5a430002faed03,5d1fa4239445ca0002ad77d8,2020-02-01,MOINHO DO NORDESTE,Condor - Curitiba - Nilo Peçanha,0,2,1,0.0,0.67,3,40.0,4,
5e30fc6f49faa8000276fd13,5d1fa4239445ca0002ad77d8,2020-02-05,MOINHO DO NORDESTE,Condor - Curitiba - Nilo Peçanha,2,3,2,0.67,1.0,3,17.0,4,
5e34f0efad32bd0002863977,5cbf7e97c988da0039803bfb,2020-02-08,MOINHO DO NORDESTE,Condor - Curitiba - Nilo Peçanha,0,0,0,0.0,0.0,3,43.0,8,
5e3a36e38fce6c00026fbfd8,5d94b47d7574da0002e493d5,2020-02-12,MOINHO DO NORDESTE,Condor - Curitiba - Nilo Peçanha,0,1,0,0.0,0.33,3,66.0,8,
5e2bb676057bfb0002156f9c,5da5f89c3778a80002097293,2020-02-01,MOINHO DO NORDESTE,Condor - Curitiba - Pinheirinho,0,1,0,0.0,0.33,3,12.0,6,
5e2bb66b057bfb0002156f7e,5dc1e88767625a0002d06324,2020-02-01,MOINHO DO NORDESTE,Condor - Ponta Grossa - Oficinas,0,0,0,0.0,0.0,3,45.0,15,
5e34f0e19861d6000221d377,5dd55e22d49b8e0002893a62,2020-02-08,MOINHO DO NORDESTE,Condor - Ponta Grossa - Oficinas,0,1,0,0.0,0.33,3,17.0,8,
5e2bb66e057bfb0002156f83,5dc1e88767625a0002d06324,2020-02-01,MOINHO DO NORDESTE,Condor - Ponta Grossa - Centro,1,1,1,0.33,0.33,3,5.0,8,
5e34f0e57c08d80002f69836,5dfa6d413add2d00027d7ecd,2020-02-08,MOINHO DO NORDESTE,Condor - Ponta Grossa - Centro,1,2,1,0.33,0.67,3,13.0,8,
5e2bb66a29e8d000023a6875,5de71d91c46ae70002e5e4eb,2020-02-01,MOINHO DO NORDESTE,Condor - São José dos Pinhais - Centro,0,0,0,0.0,0.0,3,36.0,8,
5e30fc6049faa8000276fcb5,5de71d91c46ae70002e5e4eb,2020-02-05,MOINHO DO NORDESTE,Condor - São José dos Pinhais - Centro,0,1,0,0.0,0.33,3,47.0,6,
5e34f0dface7a8000292f16d,5de71d91c46ae70002e5e4eb,2020-02-08,MOINHO DO NORDESTE,Condor - São José dos Pinhais - Centro,0,1,0,0.0,0.33,3,48.0,12,
5e3a36e38fce6c00026fbfd3,5dddbd7d3351a30002b1a521,2020-02-12,MOINHO DO NORDESTE,Condor - Curitiba - João Bettega,0,2,0,0.0,0.67,3,11.0,4,
5e2bb67205d57e0002bab51a,5cc764c5e3cc6f00387529f3,2020-02-01,MOINHO DO NORDESTE,Condor - Curitiba - Umbará,0,2,0,0.0,0.67,3,24.0,8,
5e30fc6849faa8000276fcfc,5e110e1fe8ee8300022d3157,2020-02-05,MOINHO DO NORDESTE,Condor - Curitiba - Umbará,1,3,1,0.33,1.0,3,37.0,6,
5e2bb66abd278a0002b655c3,5de71d91c46ae70002e5e4eb,2020-02-01,MOINHO DO NORDESTE,Condor - São José dos Pinhais - Rua Joinville,0,1,0,0.0,0.33,3,75.0,8,
5e30fc58bff23d00025a53a0,5de71d91c46ae70002e5e4eb,2020-02-05,MOINHO DO NORDESTE,Condor - São José dos Pinhais - Rua Joinville,0,1,0,0.0,0.33,3,25.0,8,
5e34f0deec94bd0002d18eb0,5de71d91c46ae70002e5e4eb,2020-02-08,MOINHO DO NORDESTE,Condor - São José dos Pinhais - Rua Joinville,0,1,0,0.0,0.33,3,48.0,7,
5e2bb6744917d5000221bcb3,5dcaa66691b4c200023a6225,2020-02-01,MOINHO DO NORDESTE,Condor - Curitiba - Santa Felicidade,0,1,1,0.0,0.33,3,43.0,8,
5e34f0eaad32bd0002863963,5e13bb63825c400002e87ee7,2020-02-08,MOINHO DO NORDESTE,Condor - Curitiba - Santa Felicidade,0,2,0,0.0,0.67,3,45.0,4,
5e2bb66d29e8d000023a687f,5dc1e88767625a0002d06324,2020-02-01,MOINHO DO NORDESTE,Condor - Ponta Grossa - Jd. Carvalho,0,0,0,0.0,0.0,3,18.0,9,
5e30fc637f33fb00024dd763,5dd55e22d49b8e0002893a62,2020-02-05,MOINHO DO NORDESTE,Condor - Ponta Grossa - Jd. Carvalho,0,1,1,0.0,0.33,3,42.0,8,
5e34f0e54f0fe10002261570,5dd55e22d49b8e0002893a62,2020-02-08,MOINHO DO NORDESTE,Condor - Ponta Grossa - Jd. Carvalho,0,1,0,0.0,0.33,3,59.0,8,
5e3a36d9eebb5e00029f732a,5de2999e585cc6000210ad6c,2020-02-12,MOINHO DO NORDESTE,Condor - Ponta Grossa - Jd. Carvalho,0,0,0,0.0,0.0,3,14.0,6,
5e30fc61bff23d00025a53c4,5dfa6d413add2d00027d7ecd,2020-02-05,MOINHO DO NORDESTE,Condor - Ponta Grossa - Uvaranas,0,0,0,0.0,0.0,3,53.0,8,
5e34f0e0ec94bd0002d18eba,5dd55e22d49b8e0002893a62,2020-02-08,MOINHO DO NORDESTE,Condor - Ponta Grossa - Uvaranas,0,3,0,0.0,1.0,3,29.0,8,
5e3a36d68d93930002b1d6ed,5de2999e585cc6000210ad6c,2020-02-12,MOINHO DO NORDESTE,Condor - Ponta Grossa - Uvaranas,0,0,0,0.0,0.0,3,62.0,6,
5e2bb6798aabe60002b7b843,5e0147bd87e3f10002390449,2020-02-01,MOINHO DO NORDESTE,Condor - Curitiba - Cristo Rei,0,0,0,0.0,0.0,3,23.0,6,
5e34f0f068184f0002df1207,5de80dc97700080002b69ce9,2020-02-08,MOINHO DO NORDESTE,Condor - Curitiba - Cristo Rei,0,0,0,0.0,0.0,3,8.0,6,
5e2bb67d8a5a430002faed16,5df6b310cb2a980002b788d3,2020-02-01,MOINHO DO NORDESTE,Condor - Colombo - Maracanã,0,0,0,0.0,0.0,3,16.0,6,
5e30fc74bff23d00025a5446,5da9244397fc8600020d7556,2020-02-05,MOINHO DO NORDESTE,Condor - Colombo - Maracanã,0,1,0,0.0,0.33,3,66.0,10,
5e30fc71bff23d00025a5437,5d92a44ddaf60800023761b3,2020-02-05,MOINHO DO NORDESTE,Condor - Curitiba - Boa Vista,0,0,0,0.0,0.0,3,12.0,6,
